idx,title,author,date,year,url,path,chars,paragraphs,images,sections,read,like,share,favorite,comment,raw_score,global_pct,year_pct,early_bonus,weighted_score,split,article_type,hook_type
1617,零跑D19上市，我大脑宕机了三秒,半佛仙人,2026-04-25 12:00,2026,https://mp.weixin.qq.com/s/Wzc4nZi2PKVihI8gjPbKiQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260425_零跑D19上市，我大脑宕机了三秒/零跑D19上市，我大脑宕机了三秒.md,2570,104,8,4,100000,1431,5408,454,23,8.766121560982576,0.9012145748987854,0.8181818181818182,0.0,0.7820316525579685,train,热点观点杂谈,对象加判断
1260,月子中心真的是个倒霉生意,绿牙齿  半佛,2024-08-06 19:29,2024,https://mp.weixin.qq.com/s/IrWi4xc7FUs7N0FfAcyA1A,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240806_月子中心真的是个倒霉生意/月子中心真的是个倒霉生意.md,1697,79,6,4,100000,1547,6478,339,40,8.828360705468224,0.9238866396761134,0.7785234899328859,0.0,0.7806208732983725,train,热点观点杂谈,直给判断
1496,大疆比想象中凶狠太多了,苍羊  半佛,2025-10-17 17:39,2025,https://mp.weixin.qq.com/s/tnn0ooy3rZMj7z1GERiocA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20251017_大疆比想象中凶狠太多了/大疆比想象中凶狠太多了.md,1792,58,4,2,100000,1551,3236,598,179,8.786126903745487,0.9117408906882591,0.7972972972972973,0.0,0.7805115439325966,train,商业公司拆解,直给判断
1162,美团外卖面前，所有小作文都是垃圾,青蒜  半佛,2023-12-14 18:31,2023,https://mp.weixin.qq.com/s/ut7ix5p3v4aaAwyP6PoQ4w,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20231214_美团外卖面前，所有小作文都是垃圾/美团外卖面前，所有小作文都是垃圾.md,1594,36,47,1,100000,754,4377,212,99,8.548681395425387,0.8275303643724696,0.9251336898395722,0.0,0.7789384918487086,train,商业公司拆解,对象加判断
1481,问界M9装都不装了,半佛仙人,2025-09-24 17:00,2025,https://mp.weixin.qq.com/s/DTh653BefV7rgvRwBdBtJw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250924_问界M9装都不装了/问界M9装都不装了.md,2820,79,7,5,100000,1757,3107,882,47,8.779836680761036,0.9109311740890689,0.7927927927927928,0.0,0.7784896232264653,train,热点观点杂谈,直给判断
1634,比亚迪是打算不让智驾活了么？,半佛仙人,2026-05-29 12:05,2026,https://mp.weixin.qq.com/s/jWkceUY1Xv5oGdNgAbEvxA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260529_比亚迪是打算不让智驾活了么？/比亚迪是打算不让智驾活了么？.md,2238,54,9,5,100000,1784,4066,509,23,8.761329826841557,0.9004048582995952,0.8090909090909091,0.0,0.7784044902465955,train,商业公司拆解,反常识提问
1280,南航随心飞把计算器都按冒烟了,绿牙齿  半佛,2024-09-20 17:43,2024,https://mp.weixin.qq.com/s/GO8QaNbBxuCPhNQEyd1CMA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240920_南航随心飞把计算器都按冒烟了/南航随心飞把计算器都按冒烟了.md,1431,55,5,4,100000,1475,6017,323,77,8.825337521223394,0.9230769230769231,0.7718120805369127,0.0,0.7778265358802272,train,热点观点杂谈,直给判断
1366,海底捞终于把道歉玩明白了,半佛仙人,2025-03-14 11:11,2025,https://mp.weixin.qq.com/s/l1NlJR0S7K2eWT4tI8aI8g,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250314_海底捞终于把道歉玩明白了/海底捞终于把道歉玩明白了.md,2213,78,8,5,100000,1811,3644,381,95,8.778111415917548,0.9101214574898785,0.7882882882882883,0.0,0.7764677025203341,train,热点观点杂谈,直给判断
1367,奢侈品根本玩不过老铺黄金,绿牙齿  半佛,2025-03-16 17:43,2025,https://mp.weixin.qq.com/s/vx9uRuaGPcH8iaB0I8-4ow,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250316_奢侈品根本玩不过老铺黄金/奢侈品根本玩不过老铺黄金.md,2037,93,5,5,100000,1344,6545,387,21,8.77786975612659,0.9093117408906882,0.7837837837837838,0.0,0.7744457818142029,train,热点观点杂谈,直给判断
1190,胖东来不好惹，同行傻眼了,多鱼  半佛,2024-02-17 19:53,2024,https://mp.weixin.qq.com/s/41KhN8ChPMpCVaW8IbhGsA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240217_胖东来不好惹，同行傻眼了/胖东来不好惹，同行傻眼了.md,2290,71,7,6,100000,1657,3274,455,335,8.809492372612828,0.9182186234817814,0.7651006711409396,0.0,0.7728054778143086,train,商业公司拆解,情绪夸张判断
1630,大众应该抓紧时间复活甲壳虫,橙子  半佛,2026-05-24 12:24,2026,https://mp.weixin.qq.com/s/5ztl7haLceVWMj6fhIMtzw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260524_大众应该抓紧时间复活甲壳虫/大众应该抓紧时间复活甲壳虫.md,1134,62,4,4,100000,1889,2437,636,107,8.745127294159232,0.8955465587044534,0.8,0.0,0.7725506072874494,train,热点观点杂谈,直给判断
1390,山姆彻底让我傻眼了,红袖  半佛,2025-04-22 16:13,2025,https://mp.weixin.qq.com/s/7rOUMj-zDH3F8ldXS8-O2Q,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250422_山姆彻底让我傻眼了/山姆彻底让我傻眼了.md,1227,39,5,2,100000,1663,3579,743,41,8.777639422313532,0.908502024291498,0.7792792792792793,0.0,0.7724238611080716,train,商业公司拆解,情绪夸张判断
1539,寿司郎怎么这么狂？,半佛仙人,2025-12-28 11:37,2025,https://mp.weixin.qq.com/s/PEra0S8FrSwnuLOGmkJbEw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20251228_寿司郎怎么这么狂？/寿司郎怎么这么狂？.md,1306,43,4,1,100000,1265,4879,424,100,8.774621880844414,0.9076923076923077,0.7747747747747747,0.0,0.7704019404019404,train,热点观点杂谈,反常识提问
1543,古天乐，我不欠你什么了,青蒜  半佛,2026-01-03 12:03,2026,https://mp.weixin.qq.com/s/KATZSkM0NAT29Pf3VqE0mw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260103_古天乐，我不欠你什么了/古天乐，我不欠你什么了.md,1673,66,5,4,100000,1607,3776,522,38,8.743521584547896,0.8947368421052632,0.7909090909090909,0.0,0.7689234449760766,train,热点观点杂谈,对象加判断
1267,空调五级能耗，社畜哭房东笑,红袖  半佛,2024-08-25 16:53,2024,https://mp.weixin.qq.com/s/HoAhm-2zxWFaQNiAkHWxnA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240825_空调五级能耗，社畜哭房东笑/空调五级能耗，社畜哭房东笑.md,2433,78,7,4,100000,1385,4634,273,330,8.799838306567192,0.9149797570850202,0.7583892617449665,0.0,0.7686751080074994,train,社会心理吐槽,情绪夸张判断
1392,不支持京东外卖，咋想的？,半佛仙人,2025-04-24 17:00,2025,https://mp.weixin.qq.com/s/IwKxiqqro-nUYbc-oUoEMw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250424_不支持京东外卖，咋想的？/不支持京东外卖，咋想的？.md,1655,61,5,3,100000,2456,2791,539,36,8.774532681410983,0.9068825910931174,0.7702702702702703,0.0,0.7683800196958092,train,商业公司拆解,反常识提问
1101,成年人的爱情，只筛选不改变,半佛仙人,2023-08-05 17:02,2023,https://mp.weixin.qq.com/s/nkky3m-6qopB0g_Ln48unw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20230805_成年人的爱情，只筛选不改变/成年人的爱情，只筛选不改变.md,4680,135,3,8,100000,2097,670,677,277,8.502200428682633,0.8080971659919028,0.9197860962566845,0.0,0.7663785749853862,train,社会心理吐槽,对象加判断
1625,出版编辑和投资人都在小红书蹲人,半佛仙人,2026-05-13 20:57,2026,https://mp.weixin.qq.com/s/VHPJNwBpiHPEQBjV2wbs_g,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260513_出版编辑和投资人都在小红书蹲人/出版编辑和投资人都在小红书蹲人.md,6391,175,25,6,100000,1741,3786,617,16,8.739366571999222,0.8939271255060729,0.7818181818181819,0.0,0.7652962826647037,train,热点观点杂谈,直给判断
1161,五菱星光，彻底疯狂,橙子  半佛,2023-12-13 19:32,2023,https://mp.weixin.qq.com/s/TLAkwbcTO3-o84KfLFn_0w,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20231213_五菱星光，彻底疯狂/五菱星光，彻底疯狂.md,1528,65,4,4,100000,880,2932,217,117,8.49772082395268,0.8064777327935223,0.9144385026737968,0.0,0.7636162289722661,train,热点观点杂谈,情绪夸张判断
1328,达美乐披萨，把世界卷傻,红袖  半佛,2025-01-12 17:57,2025,https://mp.weixin.qq.com/s/UMWJYzoW4FlrWbq_X5CnFg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250112_达美乐披萨，把世界卷傻/达美乐披萨，把世界卷傻.md,5139,164,4,8,100000,1363,5488,308,67,8.771006477408985,0.902834008097166,0.7612612612612613,0.0,0.7630001458948827,train,热点观点杂谈,对象加判断
1269,微信步数藏了多少人情世故,绿牙齿  半佛,2024-08-28 17:28,2024,https://mp.weixin.qq.com/s/hGuPYgDpIuCE_Qlq2aHeOQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240828_微信步数藏了多少人情世故/微信步数藏了多少人情世故.md,1747,60,11,4,100000,1366,4702,343,122,8.77328322589529,0.9060728744939271,0.7516778523489933,0.0,0.7614273292938076,train,热点观点杂谈,直给判断
1584,比亚迪唯一的对手，是人类的素质,半佛仙人,2026-03-06 00:02,2026,https://mp.weixin.qq.com/s/HRQBZzQSbyh9GXAXOGsaxQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260305_比亚迪唯一的对手，是人类的素质/比亚迪唯一的对手，是人类的素质.md,1249,40,5,1,100000,1717,2956,476,101,8.737739358074299,0.8923076923076924,0.7727272727272727,0.0,0.7612237762237763,train,商业公司拆解,对象加判断
1428,买小米YU7的不懂车？,半佛仙人,2025-06-27 12:27,2025,https://mp.weixin.qq.com/s/2f7Y3NgmmcI6QIydik25kA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250627_买小米YU7的不懂车？/买小米YU7的不懂车？.md,1749,76,5,1,100000,1887,3321,417,68,8.75767979042409,0.8987854251012146,0.7567567567567568,0.0,0.7591968486705329,train,商业公司拆解,反常识提问
1186,留学最有性价比的用法，是相亲,半佛仙人,2024-02-11 17:40,2024,https://mp.weixin.qq.com/s/jx5C0zmkLPxBi8bHV-S1Ag,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240211_留学最有性价比的用法，是相亲/留学最有性价比的用法，是相亲.md,1509,36,5,1,100000,980,6500,244,223,8.767306473811763,0.9020242914979757,0.7449664429530202,0.0,0.7568516153574437,train,社会心理吐槽,对象加判断
1514,饿了么改名，同行怕的要命,半佛仙人,2025-11-15 12:03,2025,https://mp.weixin.qq.com/s/ssTJRuWjZ7iHtITm2NFIKA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20251115_饿了么改名，同行怕的要命/饿了么改名，同行怕的要命.md,2767,89,5,5,100000,1904,3295,552,33,8.750556783752662,0.897165991902834,0.7522522522522522,0.0,0.756729583834847,train,热点观点杂谈,对象加判断
1652,大家都在骂山姆，所以才能放心去,半佛仙人,2026-07-02 11:52,2026,https://mp.weixin.qq.com/s/dMX_iwI9YEzPQY_fhjseqA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260702_大家都在骂山姆，所以才能放心去/大家都在骂山姆，所以才能放心去.md,1262,43,4,1,100000,1641,3501,529,34,8.72577246716571,0.8898785425101214,0.7636363636363637,0.0,0.7567059256532941,train,商业公司拆解,对象加判断
1338,过年期间不玩，属于浪费生命,半佛仙人,2025-01-28 15:15,2025,https://mp.weixin.qq.com/s/9X0uESCXrmCvDR-tzD2KTQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250128_过年期间不玩，属于浪费生命/过年期间不玩，属于浪费生命.md,1689,57,4,1,100000,1961,2984,532,49,8.748749371898075,0.8963562753036437,0.7477477477477478,0.0,0.7547076631287157,train,热点观点杂谈,对象加判断
1172,为啥年轻人不喜欢白酒了？,红袖  半佛,2024-01-09 21:27,2024,https://mp.weixin.qq.com/s/CXD7793QZZR9HJ5Vqsw0Ow,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240109_为啥年轻人不喜欢白酒了？/为啥年轻人不喜欢白酒了？.md,1830,57,4,5,100000,1490,3037,394,396,8.758152052726667,0.8995951417004049,0.738255033557047,0.0,0.7531665896801891,train,热点观点杂谈,反常识提问
1653,输给LV要赔1000万？茉莉奶白快笑疯了,半佛仙人,2026-07-04 12:27,2026,https://mp.weixin.qq.com/s/qunkRGXX4d2znhAFVlk4zA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260704_输给LV要赔1000万？茉莉奶白快笑疯了/输给LV要赔1000万？茉莉奶白快笑疯了.md,1003,32,7,1,100000,1814,3596,411,27,8.721164020764437,0.8890688259109312,0.7545454545454545,0.0,0.7530787633419213,train,热点观点杂谈,反常识提问
1489,肯德基公开炸鸡配方，是疯了吗？,半佛仙人,2025-10-05 11:59,2025,https://mp.weixin.qq.com/s/-AoKa5gVv1LnqK0N8P9Duw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20251005_肯德基公开炸鸡配方，是疯了吗？/肯德基公开炸鸡配方，是疯了吗？.md,1069,34,5,1,100000,1742,2658,341,320,8.7388476517756,0.8931174089068826,0.7432432432432432,0.0,0.7513497100339206,train,热点观点杂谈,反常识提问
972,海蓝之谜证明了世界上有魔法师,绿牙齿  半佛,2022-12-13 18:17,2022,https://mp.weixin.qq.com/s/i8TmnO2nVuyoQ_vVoJOzXw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20221213_海蓝之谜证明了世界上有魔法师/海蓝之谜证明了世界上有魔法师.md,3226,116,16,4,100000,1649,465,451,53,8.228523883288585,0.68582995951417,0.9967105263157895,0.025,0.7510551619433198,train,热点观点杂谈,直给判断
1211,胖东来不出河南，才是活明白了,半佛仙人,2024-04-05 18:01,2024,https://mp.weixin.qq.com/s/8xniIFKbkOquG9f1TyiBQg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240405_胖东来不出河南，才是活明白了/胖东来不出河南，才是活明白了.md,1956,68,4,1,100000,1463,3951,391,114,8.756626391466543,0.8979757085020242,0.7315436241610739,0.0,0.7499269081324892,train,商业公司拆解,对象加判断
1624,没人比宇树机器人更懂佛祖,苍羊  半佛,2026-05-11 12:53,2026,https://mp.weixin.qq.com/s/QSquKPjsJA7-pBKdXHG78Q,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260511_没人比宇树机器人更懂佛祖/没人比宇树机器人更懂佛祖.md,1717,87,5,3,100000,1437,3184,579,71,8.713967555598744,0.8882591093117409,0.7454545454545455,0.0,0.7494516010305485,train,科技产业观察,直给判断
1383,飞鹤，好大的胆子！,半佛仙人,2025-04-11 17:29,2025,https://mp.weixin.qq.com/s/nBLQBn06hyktDAbNKxFO2Q,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250411_飞鹤，好大的胆子！/飞鹤，好大的胆子！.md,4102,149,7,5,100000,1736,3528,703,16,8.73403706301979,0.891497975708502,0.7387387387387387,0.0,0.7488824451982347,train,热点观点杂谈,对象加判断
1105,恋爱这件事，还是要趁早,半佛仙人,2023-08-13 18:19,2023,https://mp.weixin.qq.com/s/yIZxkQqcNRJYapdxuTmSWg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20230813_恋爱这件事，还是要趁早/恋爱这件事，还是要趁早.md,3556,100,3,6,100000,2355,379,637,842,8.43843253832963,0.7813765182186235,0.9090909090909091,0.0,0.7479389032020611,train,热点观点杂谈,对象加判断
1464,美的这次真玩大了,半佛仙人,2025-08-28 19:12,2025,https://mp.weixin.qq.com/s/qmT3_TeZcYMdKXPyhUntnQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250828_美的这次真玩大了/美的这次真玩大了.md,5375,220,9,6,100000,1622,2978,1144,20,8.733913156264054,0.8906882591093117,0.7342342342342343,0.0,0.7468605244921034,train,热点观点杂谈,直给判断
1621,生蚝，壮阳的战争与谎言,红袖  半佛,2026-05-05 11:47,2026,https://mp.weixin.qq.com/s/soyTpOtoIu18IV9lphmbuw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260505_生蚝，壮阳的战争与谎言/生蚝，壮阳的战争与谎言.md,9532,257,5,10,100000,1717,2874,523,47,8.702417645643493,0.8866396761133604,0.7363636363636363,0.0,0.7453790945896209,train,热点观点杂谈,对象加判断
712,摸鱼之王刘慈欣,白团  半佛,2022-02-09 19:13,2022,https://mp.weixin.qq.com/s/p7l6wP0O16LszsPAaGji1w,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20220209_摸鱼之王刘慈欣/摸鱼之王刘慈欣.md,13512,404,5,8,100000,3362,134,1714,29,8.200769990309867,0.6761133603238867,0.993421052631579,0.025,0.7445597165991904,train,热点观点杂谈,直给判断
927,爱情不趁早，容易成祸害,白团  半佛,2022-10-07 17:03,2022,https://mp.weixin.qq.com/s/WoGUGDnxNcVnFZbDr5fjaw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20221007_爱情不趁早，容易成祸害/爱情不趁早，容易成祸害.md,3358,77,3,5,100000,3244,160,941,41,8.192780169624548,0.6736842105263158,0.9901315789473685,0.025,0.7420723684210527,train,社会心理吐槽,对象加判断
1207,小米汽车卖太便宜才要出问题,半佛仙人,2024-03-26 17:04,2024,https://mp.weixin.qq.com/s/C2V_be5j4XE5U0w6F58Lcw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240326_小米汽车卖太便宜才要出问题/小米汽车卖太便宜才要出问题.md,2549,47,6,1,100000,1067,4068,247,478,8.710629209089582,0.8874493927125506,0.7248322147651006,0.0,0.7417884411596881,train,商业公司拆解,直给判断
1511,全季大观把酒店这个词废了,半佛仙人,2025-11-11 18:10,2025,https://mp.weixin.qq.com/s/EouVwHJqCFcWX8hH5IzC0w,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20251111_全季大观把酒店这个词废了/全季大观把酒店这个词废了.md,3701,163,5,5,100000,1424,3940,504,25,8.70016730002513,0.8842105263157894,0.7297297297297297,0.0,0.7417211948790896,train,消费品牌观察,直给判断
1118,瑞幸加茅台，华尔街跪下来,红袖  半佛,2023-09-04 12:18,2023,https://mp.weixin.qq.com/s/Za4KvFNuWKQlRjOu2K3OVg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20230904_瑞幸加茅台，华尔街跪下来/瑞幸加茅台，华尔街跪下来.md,2669,93,8,7,100000,4008,140,2082,507,8.416472179982271,0.7724696356275303,0.9037433155080213,0.0,0.7411684600229491,train,商业公司拆解,对象加判断
1618,又走了4个主播，东方甄选笑了,多鱼  半佛,2026-04-27 17:59,2026,https://mp.weixin.qq.com/s/5bEm854k-mMRBhtuO8x2EA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260427_又走了4个主播，东方甄选笑了/又走了4个主播，东方甄选笑了.md,1602,54,7,1,100000,1986,2273,598,46,8.692480181834704,0.8817813765182186,0.7272727272727273,0.0,0.7395252116304748,train,热点观点杂谈,情绪夸张判断
1265,不要把拯救中国游戏的担子压在《黑神话悟空》头上,半佛,2024-08-21 00:06,2024,https://mp.weixin.qq.com/s/5VWkKlEd5CEy9TbkBzVoRA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240820_不要把拯救中国游戏的担子压在《黑神话悟空》头上/不要把拯救中国游戏的担子压在《黑神话悟空》头上.md,2280,66,11,4,100000,2101,1675,399,440,8.701828569324952,0.8858299595141701,0.7181208053691275,0.0,0.7385487596119882,train,文娱产品拆解,情绪夸张判断
1512,把百醇叼嘴里当烟抽，是不是精神有问题？,红袖  半佛,2025-11-13 11:48,2025,https://mp.weixin.qq.com/s/8kz5aBgfQe_OTDCY_ge7Qw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20251113_把百醇叼嘴里当烟抽，是不是精神有问题？/把百醇叼嘴里当烟抽，是不是精神有问题？.md,1462,56,4,3,100000,1644,2382,532,116,8.690891036953106,0.8809716599190284,0.7252252252252253,0.0,0.7383632417842945,train,热点观点杂谈,反常识提问
1143,中田健身，把人性玩出了花,绿牙齿  半佛,2023-10-30 18:43,2023,https://mp.weixin.qq.com/s/s4-yoYCw8-gpTet9rQpUkQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20231030_中田健身，把人性玩出了花/中田健身，把人性玩出了花.md,4063,104,6,7,100000,785,2146,222,164,8.41023776114012,0.7668016194331984,0.8983957219251337,0.0,0.736179393362056,train,热点观点杂谈,对象加判断
1176,纯电车应该给理想和问界磕一个,橙子  半佛,2024-01-20 17:28,2024,https://mp.weixin.qq.com/s/WVrR5RbmokpMn-LPkOrnDw,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240120_纯电车应该给理想和问界磕一个/纯电车应该给理想和问界磕一个.md,1400,45,4,1,100000,1045,4222,277,286,8.700521059768828,0.8850202429149797,0.7114093959731543,0.0,0.7357544221938428,train,商业公司拆解,直给判断
1626,WorkBuddy让我再活500年,半佛仙人,2026-05-14 12:01,2026,https://mp.weixin.qq.com/s/HOdfJroxH5oXWo4Rs_aG4A,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260514_WorkBuddy让我再活500年/WorkBuddy让我再活500年.md,4229,92,12,5,100000,1259,4090,715,15,8.689377794998865,0.8801619433198381,0.7181818181818181,0.0,0.7354527051895474,train,热点观点杂谈,直给判断
1391,收手吧，外面全是宁德时代,半佛仙人,2025-04-23 16:56,2025,https://mp.weixin.qq.com/s/UOyTmye8onGeRmDqKjpCuQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250423_收手吧，外面全是宁德时代/收手吧，外面全是宁德时代.md,3303,130,7,5,100000,1298,4937,389,15,8.68328794439037,0.8777327935222672,0.7207207207207207,0.0,0.7350052886894992,train,热点观点杂谈,对象加判断
1347,高德地图给我用破防了,红袖  半佛,2025-02-09 17:23,2025,https://mp.weixin.qq.com/s/tVAfg6hbiblsYYpPemkudg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250209_高德地图给我用破防了/高德地图给我用破防了.md,1837,45,4,3,100000,2238,1837,709,41,8.680491870518383,0.8769230769230769,0.7162162162162162,0.0,0.7329833679833679,train,热点观点杂谈,直给判断
1201,费大厨开的不是饭店，是夜店,绿牙齿  半佛,2024-03-11 19:45,2024,https://mp.weixin.qq.com/s/i0IQDYnhR7XjHWeDf2fmHA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20240311_费大厨开的不是饭店，是夜店/费大厨开的不是饭店，是夜店.md,1202,44,4,1,100000,804,6602,174,276,8.698737297327082,0.8834008097165992,0.7046979865771812,0.0,0.732514740646143,train,热点观点杂谈,对象加判断
955,奶茶加盟一时爽，钱包掉进火葬场,半佛仙人,2022-11-04 15:16,2022,https://mp.weixin.qq.com/s/yqsQtVIugkP502FJg9lq5A,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20221104_奶茶加盟一时爽，钱包掉进火葬场/奶茶加盟一时爽，钱包掉进火葬场.md,6670,107,4,17,100000,1862,345,519,26,8.163797673594672,0.6582995951417004,0.9868421052631579,0.025,0.7324595141700406,train,消费品牌观察,对象加判断
648,爱情的本质，是吃鸡,半佛仙人,2021-12-02 20:43,2021,https://mp.weixin.qq.com/s/_dciNUpMTrCIG4Ww6ArV0A,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20211202_爱情的本质，是吃鸡/爱情的本质，是吃鸡.md,5242,165,3,6,100000,2428,110,848,27,7.996734839440602,0.605668016194332,0.9961240310077519,0.05,0.7317608197595958,train,社会心理吐槽,追问机制
1340,《唐探1900》好像开光了一样,半佛仙人,2025-01-30 18:28,2025,https://mp.weixin.qq.com/s/pslchaWevd79tjSO3CszUg,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250130_《唐探1900》好像开光了一样/《唐探1900》好像开光了一样.md,3217,89,6,5,100000,1661,3354,396,25,8.674321873897169,0.8753036437246964,0.7117117117117117,0.0,0.7305161031476821,train,文娱产品拆解,情绪夸张判断
1544,看个《匿杀》差点把我笑死在电影院,青蒜  半佛,2026-01-05 11:17,2026,https://mp.weixin.qq.com/s/8JDD6n9JSSd-gW0CWs-fTQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20260105_看个《匿杀》差点把我笑死在电影院/看个《匿杀》差点把我笑死在电影院.md,2634,108,5,7,100000,1386,3230,448,63,8.677035202199121,0.8761133603238866,0.7090909090909091,0.0,0.730044166359956,train,文娱产品拆解,情绪夸张判断
1315,小米电热毯，便秘的克星,苍羊  半佛,2024-12-23 20:08,2024,https://mp.weixin.qq.com/s/U_AoSIcYISW3NZc58IylsQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20241223_小米电热毯，便秘的克星/小米电热毯，便秘的克星.md,1370,52,6,4,100000,990,7972,155,43,8.694355156851069,0.8825910931174089,0.697986577181208,0.0,0.7297204032279978,train,商业公司拆解,对象加判断
514,营销狂魔叶茂中的巫师人生,白团 半佛仙人,2021-07-08 21:28,2021,https://mp.weixin.qq.com/s/OCJgCsdqjyvqzYxiDUGrWA,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20210708_营销狂魔叶茂中的巫师人生/营销狂魔叶茂中的巫师人生.md,22380,628,3,13,100000,1798,121,1215,34,7.992378841720111,0.6032388663967612,0.9922480620155039,0.05,0.7290681982236451,train,热点观点杂谈,直给判断
1506,赛力斯把灵魂给了华为，值得吗？,橙子 半佛,2025-11-02 11:46,2025,https://mp.weixin.qq.com/s/4jNpHRuJ-M6k--cv6kgfUQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20251102_赛力斯把灵魂给了华为，值得吗？/赛力斯把灵魂给了华为，值得吗？.md,1116,47,6,1,100000,1371,2927,547,69,8.674104624361108,0.8744939271255061,0.7072072072072072,0.0,0.728494182441551,train,商业公司拆解,反常识提问
1321,支付宝给我看傻眼了,半佛仙人,2025-01-02 17:03,2025,https://mp.weixin.qq.com/s/ahOTYlRsErppb4ftEOHWMQ,/Users/lixin/Documents/学习/重点学习公众号/半佛仙人/半佛仙人/20250102_支付宝给我看傻眼了/支付宝给我看傻眼了.md,2970,88,13,4,100000,1453,3773,293,50,8.673967767097656,0.8736842105263158,0.7027027027027027,0.0,0.7264722617354197,train,商业公司拆解,情绪夸张判断
