split,date,year,account,author,editor,article_type,title,char_count,image_count,url,file,source_path
train,2018-12-29 11:29,2018,成都美食,初一啊,初一,人物老店/烟火故事稿,香肠锅底火锅，真香！老板再来一份锅底！,4765,111,https://mp.weixin.qq.com/s/MuAtYfnt3lzMaxad-mfH2A,20181229_香肠锅底火锅，真香！老板再来一份锅底！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20181229_香肠锅底火锅，真香！老板再来一份锅底！.md
train,2018-12-30 11:48,2018,成都美食,凯文啊,凯文,单品深挖/资格味道稿,太古里隔壁的1元下午茶，臭臭的。,4746,112,https://mp.weixin.qq.com/s/5j_9yKn2Wo-S1lQPUU1NjQ,20181230_太古里隔壁的1元下午茶，臭臭的。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20181230_太古里隔壁的1元下午茶，臭臭的。.md
train,2019-01-01 11:41,2019,成都美食,阿曾阿,阿曾,街区地图/城市记忆稿,没了小郡肝的钢管厂，还剩下二姐的串串、熊嬢的兔丁和伍妹的烤鸭…,7062,119,https://mp.weixin.qq.com/s/CtBaqJMMW5Z8VgraZv0cdg,20190101_没了小郡肝的钢管厂，还剩下二姐的串串、熊嬢的兔丁和伍妹的烤鸭….md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190101_没了小郡肝的钢管厂，还剩下二姐的串串、熊嬢的兔丁和伍妹的烤鸭….md
train,2019-01-02 12:48,2019,成都美食,凯文啊,凯文,单品深挖/资格味道稿,120多道菜的火锅，1元能吃三种菜。,2713,126,https://mp.weixin.qq.com/s/m2-x-BM3IM1U2bd8D_1rKA,20190102_120多道菜的火锅，1元能吃三种菜。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190102_120多道菜的火锅，1元能吃三种菜。.md
train,2019-01-04 11:35,2019,成都美食,初一啊,初一,单品深挖/资格味道稿,佘玉芬冰室开门了，隐藏菜单是荔枝味火锅。,4500,126,https://mp.weixin.qq.com/s/13UmIK4z9RdGb9Fcc0zDQw,20190104_佘玉芬冰室开门了，隐藏菜单是荔枝味火锅。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190104_佘玉芬冰室开门了，隐藏菜单是荔枝味火锅。.md
train,2019-01-05 11:50,2019,成都美食,阿曾阿,阿曾,单品深挖/资格味道稿,成都的便利店居然开始卖火锅串串了！不是711也不是全家！,4087,85,https://mp.weixin.qq.com/s/sQpLSjFKtCFl5UB2e9f4jg,20190105_成都的便利店居然开始卖火锅串串了！不是711也不是全家！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190105_成都的便利店居然开始卖火锅串串了！不是711也不是全家！.md
train,2019-01-06 11:43,2019,成都美食,凯文啊,凯文,测评指南/清单稿,草莓控不建议点开，极易引起发胖！,4522,119,https://mp.weixin.qq.com/s/GKy4o3nBUh4daceHW62IFg,20190106_草莓控不建议点开，极易引起发胖！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190106_草莓控不建议点开，极易引起发胖！.md
train,2019-01-08 11:29,2019,成都美食,阿曾阿,阿曾,单品深挖/资格味道稿,IT男的奶茶店，每一款杯子，文科妹子都想收藏！,4076,99,https://mp.weixin.qq.com/s/RgRbpnqRSR9PdW1DnvyX-w,20190108_IT男的奶茶店，每一款杯子，文科妹子都想收藏！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190108_IT男的奶茶店，每一款杯子，文科妹子都想收藏！.md
train,2019-01-09 12:30,2019,成都美食,凯文啊,凯文,单品深挖/资格味道稿,IFS新开的风滚烤肉，吃肉要等8小时，成都第①家！,4761,123,https://mp.weixin.qq.com/s/58B6hYHIyYjhNsWgBXJjhg,20190109_IFS新开的风滚烤肉，吃肉要等8小时，成都第①家！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190109_IFS新开的风滚烤肉，吃肉要等8小时，成都第①家！.md
train,2019-01-11 11:41,2019,成都美食,初一啊,初一,单品深挖/资格味道稿,抖音大胃王都没能吃垮的店，这次我有7种办法！,6019,153,https://mp.weixin.qq.com/s/MEaswaIS8hT4yZiDr6n59g,20190111_抖音大胃王都没能吃垮的店，这次我有7种办法！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190111_抖音大胃王都没能吃垮的店，这次我有7种办法！.md
train,2019-01-12 11:45,2019,成都美食,阿曾阿,阿曾,人物老店/烟火故事稿,排了7年队的国民火锅，国民男友也去过。,4572,99,https://mp.weixin.qq.com/s/aZrBRwRPVAxBMsr8va4nYQ,20190112_排了7年队的国民火锅，国民男友也去过。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190112_排了7年队的国民火锅，国民男友也去过。.md
train,2019-01-13 11:28,2019,成都美食,凯文啊,凯文,测评指南/清单稿,成都土味甜品图鉴，小时候天天买的土鸡蛋蛋糕、方油糕都还在！,3995,103,https://mp.weixin.qq.com/s/YNFa11faQSfM6yZhkAtR0Q,20190113_成都土味甜品图鉴，小时候天天买的土鸡蛋蛋糕、方油糕都还在！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190113_成都土味甜品图鉴，小时候天天买的土鸡蛋蛋糕、方油糕都还在！.md
train,2019-01-14 11:37,2019,成都美食,初一啊,初一,街区地图/城市记忆稿,母校门口的炸串冒菜盖浇，毕业后你还回去吃过吗？,4837,136,https://mp.weixin.qq.com/s/rryxhnswMjODs9cp9mOBBw,20190114_母校门口的炸串冒菜盖浇，毕业后你还回去吃过吗？.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190114_母校门口的炸串冒菜盖浇，毕业后你还回去吃过吗？.md
train,2019-01-15 11:33,2019,成都美食,阿曾阿,阿曾,街区地图/城市记忆稿,修修补补的茶店子…千万不要拆了我从小学吃到现在的老店啊！,6984,123,https://mp.weixin.qq.com/s/_LDPl9AN_pCEwnbmVJCaQA,20190115_修修补补的茶店子…千万不要拆了我从小学吃到现在的老店啊！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190115_修修补补的茶店子…千万不要拆了我从小学吃到现在的老店啊！.md
train,2019-01-16 11:43,2019,成都美食,凯文啊,凯文,街区地图/城市记忆稿,2018刷爆抖音的（过气）网红，都很难吃……,4204,105,https://mp.weixin.qq.com/s/P1tKXbYIOggy9hMduUtZYA,20190116_2018刷爆抖音的（过气）网红，都很难吃…….md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190116_2018刷爆抖音的（过气）网红，都很难吃…….md
train,2019-01-18 12:51,2019,成都美食,初一啊,初一,人物老店/烟火故事稿,烤匠【麻辣试验站】，第一批去体验的人，哭着回来了！,3671,119,https://mp.weixin.qq.com/s/8ye0jDFhED9oIeGVG-Kw_g,20190118_烤匠【麻辣试验站】，第一批去体验的人，哭着回来了！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190118_烤匠【麻辣试验站】，第一批去体验的人，哭着回来了！.md
train,2019-01-19 11:40,2019,成都美食,阿曾阿,阿曾,街区地图/城市记忆稿,周末值得专门去机投镇吃一转！根本不是你们说的偏远灰又大。,6471,126,https://mp.weixin.qq.com/s/354DGllELH0hm3GgebNSJg,20190119_周末值得专门去机投镇吃一转！根本不是你们说的偏远灰又大。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190119_周末值得专门去机投镇吃一转！根本不是你们说的偏远灰又大。.md
train,2019-01-20 11:41,2019,成都美食,凯文啊,凯文,街区地图/城市记忆稿,被称为小香港的大源，有IT男的路边摊，火三轮和豪车齐飙！,7514,119,https://mp.weixin.qq.com/s/PKP9lwdsTU4ic9iRPLfFTg,20190120_被称为小香港的大源，有IT男的路边摊，火三轮和豪车齐飙！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190120_被称为小香港的大源，有IT男的路边摊，火三轮和豪车齐飙！.md
train,2019-01-21 12:50,2019,成都美食,初一啊,初一,单品深挖/资格味道稿,今年的真猪【吃货福袋】，霸王餐装满了！,5051,194,https://mp.weixin.qq.com/s/6hgMkjQ_Qe0za0TDTvmK9w,20190121_今年的真猪【吃货福袋】，霸王餐装满了！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190121_今年的真猪【吃货福袋】，霸王餐装满了！.md
train,2019-01-22 12:08,2019,成都美食,阿曾阿,阿曾,街区地图/城市记忆稿,藏着庙会的全景美食大楼，年前就能去逛吃了。,5274,144,https://mp.weixin.qq.com/s/VfTHdCm24H1HGkA9eTidlA,20190122_藏着庙会的全景美食大楼，年前就能去逛吃了。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190122_藏着庙会的全景美食大楼，年前就能去逛吃了。.md
train,2019-01-23 12:23,2019,成都美食,凯文啊,凯文,单品深挖/资格味道稿,鸳鸯锅烤鱼，8种味道拼。,4368,111,https://mp.weixin.qq.com/s/7pjxTGN7cHkROHNkJPFqKg,20190123_鸳鸯锅烤鱼，8种味道拼。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190123_鸳鸯锅烤鱼，8种味道拼。.md
train,2019-01-24 13:04,2019,成都美食,初一啊,初一,街区地图/城市记忆稿,过年朋友来成都，就带他吃这28条美食街吧！,4867,146,https://mp.weixin.qq.com/s/WbvlZ2Z5lMzV-JZLEN49IA,20190124_过年朋友来成都，就带他吃这28条美食街吧！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190124_过年朋友来成都，就带他吃这28条美食街吧！.md
train,2019-01-26 11:29,2019,成都美食,阿曾阿,阿曾,街区地图/城市记忆稿,统一回复：在成都过年，哪些巴适的馆子不关门！,5126,39,https://mp.weixin.qq.com/s/RKz-cFWtSagF0TRn6HDPZQ,20190126_统一回复：在成都过年，哪些巴适的馆子不关门！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190126_统一回复：在成都过年，哪些巴适的馆子不关门！.md
train,2019-01-27 11:30,2019,成都美食,凯文啊,凯文,街区地图/城市记忆稿,成都最耙活的芋儿肥肠，已经挤垮旁边4家店了。,3324,69,https://mp.weixin.qq.com/s/icw6LuZXg25jIJJyv2ZcZg,20190127_成都最耙活的芋儿肥肠，已经挤垮旁边4家店了。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190127_成都最耙活的芋儿肥肠，已经挤垮旁边4家店了。.md
train,2019-01-28 12:05,2019,成都美食,初一啊,初一,街区地图/城市记忆稿,我们去年吃了278家苍蝇馆子，有20家都想集体二刷。,7524,201,https://mp.weixin.qq.com/s/-SQ632BWk0FaEqHvvEvjAQ,20190128_我们去年吃了278家苍蝇馆子，有20家都想集体二刷。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190128_我们去年吃了278家苍蝇馆子，有20家都想集体二刷。.md
train,2019-01-30 16:56,2019,成都美食,凯文啊,凯文,街区地图/城市记忆稿,福袋活动后续，还有最后一个30000元没人领。,2741,38,https://mp.weixin.qq.com/s/wYifdnvsPned_eKDspcE8A,20190130_福袋活动后续，还有最后一个30000元没人领。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190130_福袋活动后续，还有最后一个30000元没人领。.md
train,2019-02-02 11:37,2019,成都美食,阿曾阿,阿曾,街区地图/城市记忆稿,实名制羡慕，住在老小区的人，下楼就能实现苍蝇馆子自由。,11771,313,https://mp.weixin.qq.com/s/G0OqNZZcps46eEY-YR2tYg,20190202_实名制羡慕，住在老小区的人，下楼就能实现苍蝇馆子自由。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190202_实名制羡慕，住在老小区的人，下楼就能实现苍蝇馆子自由。.md
train,2019-02-03 11:28,2019,成都美食,凯文啊,凯文,街区地图/城市记忆稿,一天吃了9顿饭【系列2】,7479,39,https://mp.weixin.qq.com/s/z9aADg2ji1M3xGEU1TkRwQ,20190203_一天吃了9顿饭【系列2】.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190203_一天吃了9顿饭【系列2】.md
train,2019-02-06 11:40,2019,成都美食,阿曾阿,阿曾,街区地图/城市记忆稿,苍蝇馆子老板们的电话帮你问到了，想切的记得先打电话，问哈开不开！,7753,183,https://mp.weixin.qq.com/s/Ybn0S9jvfPsSZzEg9WPgpQ,20190206_苍蝇馆子老板们的电话帮你问到了，想切的记得先打电话，问哈开不开！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190206_苍蝇馆子老板们的电话帮你问到了，想切的记得先打电话，问哈开不开！.md
train,2019-02-13 11:44,2019,成都美食,阿曾阿,阿曾,街区地图/城市记忆稿,回成都的第①顿，直接冲向这家开在【坝坝头】的火锅！,4283,99,https://mp.weixin.qq.com/s/fxRwzlzBHFV_WpUuAHpbZw,20190213_回成都的第①顿，直接冲向这家开在【坝坝头】的火锅！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190213_回成都的第①顿，直接冲向这家开在【坝坝头】的火锅！.md
train,2019-02-14 12:54,2019,成都美食,初一啊,初一,街区地图/城市记忆稿,半价吃成都爆火的庭院日料，这多半是今天最容易遇见前任的地方。,4699,141,https://mp.weixin.qq.com/s/TddYY3ZPLGcerj6Y8YQ32Q,20190214_半价吃成都爆火的庭院日料，这多半是今天最容易遇见前任的地方。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190214_半价吃成都爆火的庭院日料，这多半是今天最容易遇见前任的地方。.md
train,2019-02-15 11:51,2019,成都美食,凯文啊,凯文,单品深挖/资格味道稿,%咖啡、乐乐茶、奔驰餐厅…好多网红大牌店都要来成都了！,4354,80,https://mp.weixin.qq.com/s/4qdRtigETbg7vhET_9hI8A,20190215_%咖啡、乐乐茶、奔驰餐厅…好多网红大牌店都要来成都了！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190215_%咖啡、乐乐茶、奔驰餐厅…好多网红大牌店都要来成都了！.md
train,2019-02-17 11:30,2019,成都美食,阿曾阿,阿曾,街区地图/城市记忆稿,是新都的春卷土豆锅盔不好吃吗？李宇春同学，就是喂不胖你！,6930,116,https://mp.weixin.qq.com/s/monCjQW7jEg0nbqS3eNb1w,20190217_是新都的春卷土豆锅盔不好吃吗？李宇春同学，就是喂不胖你！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190217_是新都的春卷土豆锅盔不好吃吗？李宇春同学，就是喂不胖你！.md
train,2019-02-18 11:30,2019,成都美食,凯文啊,凯文,街区地图/城市记忆稿,玉林路上，比小酒馆还老的沓沓，是90后中年人的好嗨呦！,4430,107,https://mp.weixin.qq.com/s/rANlcdMzTRYmr6EGgcA5QQ,20190218_玉林路上，比小酒馆还老的沓沓，是90后中年人的好嗨呦！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190218_玉林路上，比小酒馆还老的沓沓，是90后中年人的好嗨呦！.md
train,2019-02-19 11:53,2019,成都美食,初一啊,初一,街区地图/城市记忆稿,当我们不去奎星楼小通巷，我们去哪儿。,5117,129,https://mp.weixin.qq.com/s/h7-zjH5GZvQAAIHw4l1aBg,20190219_当我们不去奎星楼小通巷，我们去哪儿。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190219_当我们不去奎星楼小通巷，我们去哪儿。.md
train,2019-02-20 16:00,2019,成都美食,阿曾阿,阿曾,街区地图/城市记忆稿,看天吃饭，提前半个月预定，这家店比去趟339还麻烦！,5286,113,https://mp.weixin.qq.com/s/tmAjlxl8Q9rPX2QTixAkdQ,20190220_看天吃饭，提前半个月预定，这家店比去趟339还麻烦！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190220_看天吃饭，提前半个月预定，这家店比去趟339还麻烦！.md
train,2019-02-22 12:22,2019,成都美食,凯文啊,凯文,街区地图/城市记忆稿,大世界广场的煎蛋面、锅包肉记忆，终结于我补课生涯的结束。,7817,109,https://mp.weixin.qq.com/s/NvUzJQYBOKrfsPQMo2vVag,20190222_大世界广场的煎蛋面、锅包肉记忆，终结于我补课生涯的结束。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190222_大世界广场的煎蛋面、锅包肉记忆，终结于我补课生涯的结束。.md
train,2019-02-23 11:47,2019,成都美食,初一啊,初一,街区地图/城市记忆稿,重庆有黄桷坪，成都也有老西门了！涂鸦街的苍蝇馆子都是土生土长。,5112,147,https://mp.weixin.qq.com/s/YsozVbZ7HDp8K92EAtAaPA,20190223_重庆有黄桷坪，成都也有老西门了！涂鸦街的苍蝇馆子都是土生土长。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190223_重庆有黄桷坪，成都也有老西门了！涂鸦街的苍蝇馆子都是土生土长。.md
train,2019-02-24 11:37,2019,成都美食,阿曾阿,阿曾,单品深挖/资格味道稿,不要周末就往超市跑，大型碎钞机现场！,5681,177,https://mp.weixin.qq.com/s/6tI43DPyAVIiViKH3OfmHA,20190224_不要周末就往超市跑，大型碎钞机现场！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190224_不要周末就往超市跑，大型碎钞机现场！.md
train,2019-02-25 16:11,2019,成都美食,凯文啊,凯文,街区地图/城市记忆稿,老gai千万条，好吃第一条,11135,356,https://mp.weixin.qq.com/s/2gfJsGIF-6URUYA-CmUp0g,20190225_老gai千万条，好吃第一条.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190225_老gai千万条，好吃第一条.md
train,2019-02-26 11:30,2019,成都美食,初一啊,初一,街区地图/城市记忆稿,90岁婆婆的十元牛肉店，成都恐怕就剩这一家了。,3628,119,https://mp.weixin.qq.com/s/K5EHLNYDstcpv7NkDKemWg,20190226_90岁婆婆的十元牛肉店，成都恐怕就剩这一家了。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190226_90岁婆婆的十元牛肉店，成都恐怕就剩这一家了。.md
train,2019-02-27 11:26,2019,成都美食,阿曾阿,阿曾,街区地图/城市记忆稿,拍抖音的小姐姐小哥哥些，求你们放过苍蝇馆子！,5429,117,https://mp.weixin.qq.com/s/k2hvvOlyo-GgvsyqSPLRYg,20190227_拍抖音的小姐姐小哥哥些，求你们放过苍蝇馆子！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190227_拍抖音的小姐姐小哥哥些，求你们放过苍蝇馆子！.md
train,2019-02-28 11:42,2019,成都美食,凯文啊,凯文,单品深挖/资格味道稿,站到板凳上吃的火锅，成都大概就这一家吧…？,4160,118,https://mp.weixin.qq.com/s/m-PWmEFrwGFoqHW-puOvsA,20190228_站到板凳上吃的火锅，成都大概就这一家吧…？.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190228_站到板凳上吃的火锅，成都大概就这一家吧…？.md
train,2019-03-02 11:32,2019,成都美食,初一啊,初一,街区地图/城市记忆稿,全是烂瓦房的苍蝇馆子一条gai，来一次吃9顿。,4896,132,https://mp.weixin.qq.com/s/IFvE_9ifUEt3QNDg9ueRpA,20190302_全是烂瓦房的苍蝇馆子一条gai，来一次吃9顿。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190302_全是烂瓦房的苍蝇馆子一条gai，来一次吃9顿。.md
train,2019-03-03 11:31,2019,成都美食,阿曾阿,阿曾,街区地图/城市记忆稿,别人家妈老汉儿的职工食堂，经常都想抱起锑锅去打包。,5100,139,https://mp.weixin.qq.com/s/-kXqM8X7OkSknR8fyB0G_A,20190303_别人家妈老汉儿的职工食堂，经常都想抱起锑锅去打包。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190303_别人家妈老汉儿的职工食堂，经常都想抱起锑锅去打包。.md
train,2019-03-04 11:30,2019,成都美食,凯文啊,凯文,人物老店/烟火故事稿,98年从致民路搬走的肥肠豆汤，又回来了。,3159,66,https://mp.weixin.qq.com/s/T8ELX1lEiSpyJ_g9bq6A6g,20190304_98年从致民路搬走的肥肠豆汤，又回来了。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190304_98年从致民路搬走的肥肠豆汤，又回来了。.md
train,2019-03-05 11:30,2019,成都美食,阿曾阿,阿曾,街区地图/城市记忆稿,吃了几十年的苍蝇馆子些，你们搬到哪我就跟到哪儿！,5386,137,https://mp.weixin.qq.com/s/zE_NlLjxnqyel-MMokN9jA,20190305_吃了几十年的苍蝇馆子些，你们搬到哪我就跟到哪儿！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190305_吃了几十年的苍蝇馆子些，你们搬到哪我就跟到哪儿！.md
train,2019-03-07 12:55,2019,成都美食,阿曾阿,阿曾,街区地图/城市记忆稿,太古里隔壁的【8角】小吃店，每天只摆3张桌子。,4069,99,https://mp.weixin.qq.com/s/Lc549knaYaBxa888O_wKjQ,20190307_太古里隔壁的【8角】小吃店，每天只摆3张桌子。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190307_太古里隔壁的【8角】小吃店，每天只摆3张桌子。.md
train,2019-03-08 16:54,2019,成都美食,初一啊,初一,人物老店/烟火故事稿,给前泰国王室做饭的泰国人，现在跑来给我做火锅了！,6305,166,https://mp.weixin.qq.com/s/WeN-jTEsqS-JOHDoqDjU3w,20190308_给前泰国王室做饭的泰国人，现在跑来给我做火锅了！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190308_给前泰国王室做饭的泰国人，现在跑来给我做火锅了！.md
train,2019-03-08 16:54,2019,成都美食,凯文啊,凯文,人物老店/烟火故事稿,自带千层肚的硬核火锅，师太级别。,4748,126,https://mp.weixin.qq.com/s/ul5F28g14j1RzKC_6Jpnog,20190308_自带千层肚的硬核火锅，师太级别。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190308_自带千层肚的硬核火锅，师太级别。.md
train,2019-03-10 11:32,2019,成都美食,初一啊,初一,人物老店/烟火故事稿,《舌尖》导演陈晓卿暗访过的苍蝇馆子，很低调但很下饭。,4114,110,https://mp.weixin.qq.com/s/PUauImHJ8caPiLIZgGW2Cw,20190310_《舌尖》导演陈晓卿暗访过的苍蝇馆子，很低调但很下饭。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190310_《舌尖》导演陈晓卿暗访过的苍蝇馆子，很低调但很下饭。.md
train,2019-03-12 17:45,2019,成都美食,阿曾阿,阿曾,单品深挖/资格味道稿,标配管家的【银河】餐厅，是要我们躺着吃吗？,4426,125,https://mp.weixin.qq.com/s/tsF4dvtkBsYT0T3Kh1YPAw,20190312_标配管家的【银河】餐厅，是要我们躺着吃吗？.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190312_标配管家的【银河】餐厅，是要我们躺着吃吗？.md
train,2019-03-13 11:35,2019,成都美食,阿曾阿,阿曾,街区地图/城市记忆稿,在成都，我的起床气被【锅盔油条干杂肥肠粉…】打败！,5174,115,https://mp.weixin.qq.com/s/yBjHym95W7YfVi_h5yaLVQ,20190313_在成都，我的起床气被【锅盔油条干杂肥肠粉…】打败！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190313_在成都，我的起床气被【锅盔油条干杂肥肠粉…】打败！.md
train,2019-03-14 11:38,2019,成都美食,凯文啊,凯文,人物老店/烟火故事稿,重庆人做的菜又把人辣哭了，这次不是火锅！,4715,113,https://mp.weixin.qq.com/s/LnvQOhjxvq3Y_Lhoe7YW8g,20190314_重庆人做的菜又把人辣哭了，这次不是火锅！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190314_重庆人做的菜又把人辣哭了，这次不是火锅！.md
train,2019-03-15 11:30,2019,成都美食,初一啊,初一,单品深挖/资格味道稿,水族馆火锅，服务员喊我自己炒料！,4407,139,https://mp.weixin.qq.com/s/O9O_ffLMFweGnIowyY7CsA,20190315_水族馆火锅，服务员喊我自己炒料！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190315_水族馆火锅，服务员喊我自己炒料！.md
train,2019-03-17 11:35,2019,成都美食,初一啊,初一,街区地图/城市记忆稿,专门找过去吃的厕所麻辣烫，千万不要到早了。,3443,123,https://mp.weixin.qq.com/s/p5SBKaXWfVpU_VTfEaY_vQ,20190317_专门找过去吃的厕所麻辣烫，千万不要到早了。.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190317_专门找过去吃的厕所麻辣烫，千万不要到早了。.md
train,2019-03-18 11:25,2019,成都美食,凯文啊,凯文,街区地图/城市记忆稿,对一家苍蝇馆子最好的评价：求求你开在我家楼下,4636,125,https://mp.weixin.qq.com/s/_i66JeYkW0W1vF_e5rRbdw,20190318_对一家苍蝇馆子最好的评价：求求你开在我家楼下.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190318_对一家苍蝇馆子最好的评价：求求你开在我家楼下.md
train,2019-03-19 11:32,2019,成都美食,阿曾阿,阿曾,街区地图/城市记忆稿,成都最牛的无名面馆关门了，静居寺还有什么值得专门去吃？,7093,124,https://mp.weixin.qq.com/s/S6Ioi7HIkLt4q8qqiYmEOA,20190319_成都最牛的无名面馆关门了，静居寺还有什么值得专门去吃？.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190319_成都最牛的无名面馆关门了，静居寺还有什么值得专门去吃？.md
train,2019-03-20 12:25,2019,成都美食,初一啊,初一,街区地图/城市记忆稿,叶婆婆透明饼屋来了，大到不用排队！,4104,112,https://mp.weixin.qq.com/s/qYRvNN91CLqHp6gLSFvJlg,20190320_叶婆婆透明饼屋来了，大到不用排队！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190320_叶婆婆透明饼屋来了，大到不用排队！.md
train,2019-03-21 12:37,2019,成都美食,凯文啊,凯文,单品深挖/资格味道稿,就明天！IFS奈雪【礼物店】来了，卖火锅和麻将！,4857,120,https://mp.weixin.qq.com/s/yFcwlCt7tF3k1R4kHC4SgA,20190321_就明天！IFS奈雪【礼物店】来了，卖火锅和麻将！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190321_就明天！IFS奈雪【礼物店】来了，卖火锅和麻将！.md
train,2019-03-23 11:43,2019,成都美食,凯文啊,凯文,街区地图/城市记忆稿,这样的小巷还剩多少条啊！小窗口钵钵鸡、手推车卤菜坚持住！,7708,99,https://mp.weixin.qq.com/s/JYpyko6Xq1VGsFpb8HF86g,20190323_这样的小巷还剩多少条啊！小窗口钵钵鸡、手推车卤菜坚持住！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190323_这样的小巷还剩多少条啊！小窗口钵钵鸡、手推车卤菜坚持住！.md
train,2019-03-24 11:29,2019,成都美食,初一啊,初一,街区地图/城市记忆稿,颜值是标配的明星大学！李易峰谢娜以后都吃不到曾姐的面了！,5706,201,https://mp.weixin.qq.com/s/_FY0kiX3yglY1S4bdhQsoQ,20190324_颜值是标配的明星大学！李易峰谢娜以后都吃不到曾姐的面了！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190324_颜值是标配的明星大学！李易峰谢娜以后都吃不到曾姐的面了！.md
train,2019-03-26 11:33,2019,成都美食,阿曾阿,阿曾,街区地图/城市记忆稿,藏在老小区4楼的海鲜摊儿，提前1天订，不让加菜！,3664,89,https://mp.weixin.qq.com/s/AOHZXvFqmvrZ92py89Pmxw,20190326_藏在老小区4楼的海鲜摊儿，提前1天订，不让加菜！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190326_藏在老小区4楼的海鲜摊儿，提前1天订，不让加菜！.md
train,2019-03-27 11:29,2019,成都美食,阿曾阿,阿曾,人物老店/烟火故事稿,海边开来的黄金海鲜锅，点1个菜就能饱！,4341,121,https://mp.weixin.qq.com/s/g20x9fMY1mr84lk4dYY4GA,20190327_海边开来的黄金海鲜锅，点1个菜就能饱！.md,/Users/lixin/Documents/学习/重点学习公众号/成都美食/20190327_海边开来的黄金海鲜锅，点1个菜就能饱！.md
