tid,date,subject,author,fname,views,replies,pings_num,share_num,total_heat,score,article_type,split,word_count,paragraph_count,paragraphs_per_1000,median_paragraph_len,short_paragraph_ratio,max_short_run,list_like_lines,path,url
875486,2024-05-07,南岸西区财富中心门口在修啥子？都围起好多天了…,流浪啊,网友曝光,32359,143,0,0,0,46659,网友曝光热议,train,134,4,29.85,37.5,0.25,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/05/875486-南岸西区财富中心门口在修啥子？都围起好多天了….md,https://dayibin.cn/forum.php?mod=viewthread&tid=875486
827647,2023-03-25,今晚宜宾演唱会开始啦！现场嗨到爆…,流浪啊,网友曝光,29935,167,0,0,0,46635,网友曝光热议,train,311,13,41.8,20,0.538,3,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/03/827647-今晚宜宾演唱会开始啦！现场嗨到爆….md,https://dayibin.cn/forum.php?mod=viewthread&tid=827647
899200,2024-12-21,领了宜宾马拉松参赛包，为啥里面还有酒？,流浪啊,今日宜宾,32721,136,0,0,0,46321,综合本地新闻,train,284,10,35.21,26.0,0.4,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/12/899200-领了宜宾马拉松参赛包，为啥里面还有酒？.md,https://dayibin.cn/forum.php?mod=viewthread&tid=899200
882778,2024-07-15,我要的不是彩礼，而是一个态度！,流浪啊,网友曝光,22866,234,0,0,0,46266,网友曝光热议,train,341,6,17.6,68.0,0.167,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/07/882778-我要的不是彩礼，而是一个态度！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=882778
860361,2023-12-14,宜宾大学城出现“男模餐厅”！185cm的帅哥亲手剥虾给你吃…,流浪啊,网友曝光,26751,195,0,0,0,46251,网友曝光热议,train,454,25,55.07,13,0.8,11,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/12/860361-宜宾大学城出现“男模餐厅”！185cm的帅哥亲手剥虾给你吃….md,https://dayibin.cn/forum.php?mod=viewthread&tid=860361
841984,2023-07-11,刚刚！宜宾下大暴雨了！,流浪啊,网友曝光,23461,227,0,0,0,46161,突发应急安全,train,281,6,21.35,40.0,0.333,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/07/841984-刚刚！宜宾下大暴雨了！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=841984
836661,2023-05-31,即将通车！宜宾城市内环线新进展！,流浪啊,网友曝光,25450,203,0,0,0,45750,城建交通更新,train,358,6,16.76,68.5,0.167,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/05/836661-即将通车！宜宾城市内环线新进展！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=836661
867833,2024-02-26,骄傲！宜宾再次创造奇迹！,流浪啊,城市更新,27633,181,0,0,0,45733,城建交通更新,train,1642,39,23.75,30,0.359,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/02/867833-骄傲！宜宾再次创造奇迹！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=867833
860160,2023-12-12,求扩散！宜宾16岁女孩落水至今下落不明，患有抑郁症…,流浪啊,网友曝光,27842,177,0,0,0,45542,网友曝光热议,train,208,6,28.85,30.0,0.167,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/12/860160-求扩散！宜宾16岁女孩落水至今下落不明，患有抑郁症….md,https://dayibin.cn/forum.php?mod=viewthread&tid=860160
785431,2022-07-04,今天下午，大宜宾办公室来了一名讨要薪资的男子…,流浪啊,网友曝光,30736,147,0,0,0,45436,网友曝光热议,train,278,6,21.58,50.5,0.167,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/07/785431-今天下午，大宜宾办公室来了一名讨要薪资的男子….md,https://dayibin.cn/forum.php?mod=viewthread&tid=785431
865520,2024-02-01,宜宾西站升级了！换乘仅需10分钟！,流浪啊,城市更新,30204,152,0,0,0,45404,城建交通更新,train,773,33,42.69,14,0.636,8,1,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/02/865520-宜宾西站升级了！换乘仅需10分钟！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=865520
891803,2024-10-10,住小区像睡在鸡窝，半夜三更一群鸡打鸣！,流浪啊,网友曝光,23755,214,0,0,0,45155,网友曝光热议,train,302,6,19.87,50.5,0.333,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/10/891803-住小区像睡在鸡窝，半夜三更一群鸡打鸣！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=891803
751290,2021-12-25,宜宾主城，惊现公园商业！国企打造，正在招商！有约40万-62万消费人口…,流浪啊,今日宜宾,34492,105,0,0,0,44992,综合本地新闻,train,1397,71,50.82,14,0.62,9,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2021/12/751290-宜宾主城，惊现公园商业！国企打造，正在招商！有约40万-62万消费人口….md,https://dayibin.cn/forum.php?mod=viewthread&tid=751290
884372,2024-07-30,烂成一滩，还有多条活蛆蠕动！宜宾网友买李子实拍…,流浪啊,今日宜宾,31285,137,0,0,0,44985,网友曝光热议,train,473,9,19.03,36,0.111,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/07/884372-烂成一滩，还有多条活蛆蠕动！宜宾网友买李子实拍….md,https://dayibin.cn/forum.php?mod=viewthread&tid=884372
738223,2021-10-26,宜宾一小学生因普通话不标准被自己气哭…,流浪啊,今日宜宾,20108,248,0,0,0,44908,综合本地新闻,train,118,2,16.95,59.0,0.5,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2021/10/738223-宜宾一小学生因普通话不标准被自己气哭….md,https://dayibin.cn/forum.php?mod=viewthread&tid=738223
793966,2022-08-17,宜宾人千万别来这里！接待近200多万人，挤爆登了…,流浪啊,网友曝光,28561,162,0,0,0,44761,网友曝光热议,train,577,10,17.33,49.0,0.2,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/08/793966-宜宾人千万别来这里！接待近200多万人，挤爆登了….md,https://dayibin.cn/forum.php?mod=viewthread&tid=793966
867946,2024-02-27,宜宾的公园也开始卷了？连树木都穿上了花毛衣…,流浪啊,网友曝光,22257,225,0,0,0,44757,网友曝光热议,train,174,6,34.48,32.5,0.333,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/02/867946-宜宾的公园也开始卷了？连树木都穿上了花毛衣….md,https://dayibin.cn/forum.php?mod=viewthread&tid=867946
814768,2022-12-17,大宜宾小编：阳的第一天，我真的生不如死！,流浪啊,网友曝光,24910,197,0,0,0,44610,网友曝光热议,train,1149,12,10.44,121.5,0.083,1,6,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/12/814768-大宜宾小编：阳的第一天，我真的生不如死！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=814768
888593,2024-09-08,宜宾人，快来晒晒你家孩子的开学账单吧！,流浪啊,网友曝光,26327,181,0,0,0,44427,公益求助人物,train,300,6,20.0,56.0,0.167,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/09/888593-宜宾人，快来晒晒你家孩子的开学账单吧！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=888593
785737,2022-07-06,今年夏天！宜宾这个地方居然是甜的…,流浪啊,网友曝光,27004,174,0,0,0,44404,网友曝光热议,train,387,7,18.09,55,0.286,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/07/785737-今年夏天！宜宾这个地方居然是甜的….md,https://dayibin.cn/forum.php?mod=viewthread&tid=785737
876079,2024-05-12,吓人！宜宾女子家中惊现蛇…,流浪啊,今日宜宾,25386,190,0,0,0,44386,综合本地新闻,train,419,9,21.48,53,0.333,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/05/876079-吓人！宜宾女子家中惊现蛇….md,https://dayibin.cn/forum.php?mod=viewthread&tid=876079
886069,2024-08-15,宜宾惊现新型骗局？潜伏小区卖鸡蛋，4角钱一个…,流浪啊,网友曝光,25723,186,0,0,0,44323,网友曝光热议,train,251,5,19.92,54,0.2,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/08/886069-宜宾惊现新型骗局？潜伏小区卖鸡蛋，4角钱一个….md,https://dayibin.cn/forum.php?mod=viewthread&tid=886069
797500,2022-09-05,男子上厕所遇地震：屁儿都没开，边窝尿边跑…,流浪啊,网友曝光,29722,146,0,0,0,44322,突发应急安全,train,181,6,33.15,34.5,0.333,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/09/797500-男子上厕所遇地震：屁儿都没开，边窝尿边跑….md,https://dayibin.cn/forum.php?mod=viewthread&tid=797500
878141,2024-06-01,四川最新平均工资出炉！宜宾人，你的收入是多少？,流浪啊,今日宜宾,26521,178,0,0,0,44321,综合本地新闻,train,722,34,47.09,20.0,0.529,4,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/06/878141-四川最新平均工资出炉！宜宾人，你的收入是多少？.md,https://dayibin.cn/forum.php?mod=viewthread&tid=878141
826126,2023-03-15,恶心！宜宾路边车辆被贴污秽广告，一路都是…,流浪啊,网友曝光,24155,198,0,0,0,43955,网友曝光热议,train,388,7,18.04,55,0.286,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/03/826126-恶心！宜宾路边车辆被贴污秽广告，一路都是….md,https://dayibin.cn/forum.php?mod=viewthread&tid=826126
805511,2022-10-19,我妈老汉儿不听劝，结果被封了，10多块钱买2把菜叶…,流浪啊,网友曝光,27750,162,0,0,0,43950,网友曝光热议,train,319,7,21.94,39,0.286,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/10/805511-我妈老汉儿不听劝，结果被封了，10多块钱买2把菜叶….md,https://dayibin.cn/forum.php?mod=viewthread&tid=805511
893916,2024-10-31,网恋奔现真的靠谱吗？有多少人走到了最后？,流浪啊,网友曝光,20470,230,0,0,0,43470,网友曝光热议,train,470,7,14.89,54,0.143,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/10/893916-网恋奔现真的靠谱吗？有多少人走到了最后？.md,https://dayibin.cn/forum.php?mod=viewthread&tid=893916
881652,2024-07-04,继万达之后，宜宾又一永辉超市宣布停业！,流浪啊,网友曝光,25955,173,0,0,0,43255,网友曝光热议,train,164,6,36.59,24.0,0.333,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/07/881652-继万达之后，宜宾又一永辉超市宣布停业！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=881652
814908,2022-12-18,宜宾这3名捡到黄金的学生，你们火了！,流浪啊,网友曝光,27914,153,0,0,0,43214,网友曝光热议,train,259,7,27.03,32,0.143,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/12/814908-宜宾这3名捡到黄金的学生，你们火了！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=814908
864244,2024-01-19,全国文旅上大分！你觉得宜宾还有什么值得被推荐？,流浪啊,网友曝光,21396,216,0,0,0,42996,网友曝光热议,train,165,5,30.3,26,0.2,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/01/864244-全国文旅上大分！你觉得宜宾还有什么值得被推荐？.md,https://dayibin.cn/forum.php?mod=viewthread&tid=864244
841871,2023-07-10,新航线开通！宜宾直飞3小时到达！,流浪啊,网友曝光,27940,149,0,0,0,42840,网友曝光热议,train,308,8,25.97,40.5,0.25,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/07/841871-新航线开通！宜宾直飞3小时到达！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=841871
846262,2023-08-14,大宜宾小编求助！朋友经常借钱，也不按时还，该怎么办？,流浪啊,网友曝光,17755,250,0,0,0,42755,公益求助人物,train,656,8,12.2,82.0,0.125,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/08/846262-大宜宾小编求助！朋友经常借钱，也不按时还，该怎么办？.md,https://dayibin.cn/forum.php?mod=viewthread&tid=846262
717114,2021-08-07,三江新区优质看江地，真不多了！这块纯居住，很安逸！,流浪啊,城市更新,21135,216,0,0,0,42735,城建交通更新,train,2369,63,26.59,25,0.429,6,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2021/08/717114-三江新区优质看江地，真不多了！这块纯居住，很安逸！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=717114
812066,2022-11-29,气温低至2度！宜宾又要下雪了…,流浪啊,网友曝光,21623,211,0,0,0,42723,网友曝光热议,train,570,22,38.6,29.0,0.455,6,2,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/11/812066-气温低至2度！宜宾又要下雪了….md,https://dayibin.cn/forum.php?mod=viewthread&tid=812066
873067,2024-04-14,我是昨晚东楼相亲的月老！我有话想说…,流浪啊,今日宜宾,27985,147,0,0,0,42685,情感婚恋互动,train,404,9,22.28,41,0.222,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/04/873067-我是昨晚东楼相亲的月老！我有话想说….md,https://dayibin.cn/forum.php?mod=viewthread&tid=873067
867031,2024-02-19,来宜宾合江门看龙珠，居然看到了2个“球”？,流浪啊,今日宜宾,22537,201,0,0,0,42637,综合本地新闻,train,234,8,34.19,28.0,0.25,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/02/867031-来宜宾合江门看龙珠，居然看到了2个“球”？.md,https://dayibin.cn/forum.php?mod=viewthread&tid=867031
882253,2024-07-10,太会玩了！宜宾这个男的结婚居然这样搞…,流浪啊,网友曝光,25534,171,0,0,0,42634,网友曝光热议,train,82,3,36.59,24,0.333,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/07/882253-太会玩了！宜宾这个男的结婚居然这样搞….md,https://dayibin.cn/forum.php?mod=viewthread&tid=882253
820988,2023-02-07,宜宾人好凶，超市都搬空了！还拿衣服当口袋来装…,流浪啊,网友曝光,25635,169,0,0,0,42535,网友曝光热议,train,268,9,33.58,27,0.222,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/02/820988-宜宾人好凶，超市都搬空了！还拿衣服当口袋来装….md,https://dayibin.cn/forum.php?mod=viewthread&tid=820988
850879,2023-09-22,刚刚！宜宾城市内环线正式通车！,流浪啊,今日宜宾,21919,204,0,0,0,42319,城建交通更新,train,97,5,51.55,12,0.8,3,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/09/850879-刚刚！宜宾城市内环线正式通车！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=850879
890409,2024-09-25,月底竣工！宜宾再添一个产业园！,流浪啊,城市更新,25312,168,0,0,0,42112,城建交通更新,train,522,29,55.56,8,0.862,13,1,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/09/890409-月底竣工！宜宾再添一个产业园！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=890409
859935,2023-12-10,你们都在拍银杏，而我只想银杏树后的她，6年了，还是忘不了…,流浪啊,网友曝光,19954,221,0,0,0,42054,网友曝光热议,train,817,8,9.79,100.0,0.125,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/12/859935-你们都在拍银杏，而我只想银杏树后的她，6年了，还是忘不了….md,https://dayibin.cn/forum.php?mod=viewthread&tid=859935
871351,2024-03-30,美哭了！宜宾发现一片绣球花海，不要门票随便耍！,流浪啊,今日宜宾,22726,193,0,0,0,42026,本地生活文旅,train,168,6,35.71,30.0,0.167,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/03/871351-美哭了！宜宾发现一片绣球花海，不要门票随便耍！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=871351
861329,2023-12-23,"宜宾首条""地铁""来啦！",流浪啊,今日宜宾,24122,176,0,0,0,41722,综合本地新闻,train,717,29,40.45,15,0.621,16,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/12/861329-宜宾首条-地铁-来啦！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=861329
835472,2023-05-22,刚刚！宜宾长江桥上4车连撞！,流浪啊,网友曝光,27192,145,0,0,0,41692,网友曝光热议,train,85,4,47.06,16.5,0.75,3,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/05/835472-刚刚！宜宾长江桥上4车连撞！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=835472
879304,2024-06-12,小编自述：我家小区起火，第一次感受这么大的场面…,流浪啊,网友曝光,23883,178,0,0,0,41683,网友曝光热议,train,189,7,37.04,26,0.143,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/06/879304-小编自述：我家小区起火，第一次感受这么大的场面….md,https://dayibin.cn/forum.php?mod=viewthread&tid=879304
882558,2024-07-13,景区当野人月薪5000包饭！宜宾会有这样的工作吗？,流浪啊,网友曝光,21262,204,0,0,0,41662,网友曝光热议,train,306,7,22.88,51,0.143,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/07/882558-景区当野人月薪5000包饭！宜宾会有这样的工作吗？.md,https://dayibin.cn/forum.php?mod=viewthread&tid=882558
812764,2022-12-04,宜宾市新冠肺炎疫情最新情况（12月4日发布）,流浪啊,最新疫情,35436,62,0,0,0,41636,突发应急安全,train,1760,65,36.93,22,0.477,21,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/12/812764-宜宾市新冠肺炎疫情最新情况（12月4日发布）.md,https://dayibin.cn/forum.php?mod=viewthread&tid=812764
862456,2024-01-02,去泰国即将免签！榴莲要降价了吗？,流浪啊,网友曝光,19442,221,0,0,0,41542,网友曝光热议,train,767,15,19.56,38,0.067,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/01/862456-去泰国即将免签！榴莲要降价了吗？.md,https://dayibin.cn/forum.php?mod=viewthread&tid=862456
719176,2021-08-14,今天早上，居然有一只蛤蟆加我微信…,流浪啊,今日宜宾,23774,177,0,0,0,41474,综合本地新闻,train,286,11,38.46,20,0.545,4,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2021/08/719176-今天早上，居然有一只蛤蟆加我微信….md,https://dayibin.cn/forum.php?mod=viewthread&tid=719176
898706,2024-12-17,求助！家里逼我相亲，怎样才能让对方看不上我？,流浪啊,网友曝光,25291,159,0,0,0,41191,公益求助人物,train,277,5,18.05,55,0.2,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/12/898706-求助！家里逼我相亲，怎样才能让对方看不上我？.md,https://dayibin.cn/forum.php?mod=viewthread&tid=898706
722316,2021-08-26,大家抓紧看！偷偷分享这个赚钱秘籍被发现了，团长给了我最后一天时间…,流浪啊,今日宜宾,21650,195,0,0,0,41150,综合本地新闻,train,906,59,65.12,10,0.814,16,9,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2021/08/722316-大家抓紧看！偷偷分享这个赚钱秘籍被发现了，团长给了我最后一天时间….md,https://dayibin.cn/forum.php?mod=viewthread&tid=722316
884904,2024-08-04,宜宾最近持续高温！你们7月电费花了多少？快来晒晒！,流浪啊,网友曝光,22736,184,0,0,0,41136,突发应急安全,train,175,6,34.29,22.0,0.5,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/08/884904-宜宾最近持续高温！你们7月电费花了多少？快来晒晒！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=884904
767248,2022-03-30,四川省工资又涨了！你的工资多少评论区见！,流浪啊,今日宜宾,26225,149,0,0,0,41125,综合本地新闻,train,58,3,51.72,20,0.667,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/03/767248-四川省工资又涨了！你的工资多少评论区见！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=767248
827175,2023-03-22,宜宾新晋一个小夜市，闹热的很！全是宵夜…,流浪啊,网友曝光,24100,169,0,0,0,41000,网友曝光热议,train,306,5,16.34,51,0.2,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/03/827175-宜宾新晋一个小夜市，闹热的很！全是宵夜….md,https://dayibin.cn/forum.php?mod=viewthread&tid=827175
897361,2024-12-03,宜宾发布重污染天气黄色预警！这些车辆要限行…,流浪啊,今日宜宾,25359,154,0,0,0,40759,突发应急安全,train,377,9,23.87,29,0.444,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/12/897361-宜宾发布重污染天气黄色预警！这些车辆要限行….md,https://dayibin.cn/forum.php?mod=viewthread&tid=897361
848935,2023-09-05,宜宾今晚的烟花太美了！朋友圈全部刷屏…,流浪啊,网友曝光,16859,239,0,0,0,40759,网友曝光热议,train,125,6,48.0,20.0,0.667,3,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/09/848935-宜宾今晚的烟花太美了！朋友圈全部刷屏….md,https://dayibin.cn/forum.php?mod=viewthread&tid=848935
796370,2022-08-30,有宾友知道这是什么吗？从一个男人身上取出来的…,流浪啊,打听求助,29120,116,0,0,0,40720,公益求助人物,train,36,2,55.56,18.0,1.0,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/08/796370-有宾友知道这是什么吗？从一个男人身上取出来的….md,https://dayibin.cn/forum.php?mod=viewthread&tid=796370
896998,2024-11-30,小编吐槽：被小车别，差点摔在路中间…,流浪啊,网友曝光,20553,201,0,0,0,40653,网友曝光热议,train,281,6,21.35,42.0,0.5,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/11/896998-小编吐槽：被小车别，差点摔在路中间….md,https://dayibin.cn/forum.php?mod=viewthread&tid=896998
755119,2022-01-17,今天被《宜宾面》宣传片刷屏！边看边擦口水…,流浪啊,今日宜宾,19237,214,0,0,0,40637,综合本地新闻,train,155,3,19.35,64,0.333,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/01/755119-今天被《宜宾面》宣传片刷屏！边看边擦口水….md,https://dayibin.cn/forum.php?mod=viewthread&tid=755119
832262,2023-04-27,对于宜宾某些没素质的两轮师傅！我有话要说！,流浪啊,网友曝光,17914,227,0,0,0,40614,网友曝光热议,train,448,8,17.86,50.0,0.25,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/04/832262-对于宜宾某些没素质的两轮师傅！我有话要说！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=832262
747612,2021-12-06,长江桥头新修好的公园要开放了！有人民公园那么大！,流浪啊,今日宜宾,17876,227,0,0,0,40576,综合本地新闻,train,197,17,86.29,8,0.824,8,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2021/12/747612-长江桥头新修好的公园要开放了！有人民公园那么大！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=747612
905040,2025-02-27,宜宾某小区物业装怪，把业主当猪打整！,流浪啊,网友曝光,37216,33,0,0,0,40516,网友曝光热议,train,383,7,18.28,53,0.143,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2025/02/905040-宜宾某小区物业装怪，把业主当猪打整！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=905040
840147,2023-06-27,全国第一！宜宾气温达到39.3℃！,流浪啊,网友曝光,24261,161,0,0,0,40361,网友曝光热议,train,429,10,23.31,41.0,0.3,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/06/840147-全国第一！宜宾气温达到39.3℃！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=840147
727766,2021-09-15,吓死我了！点了碗馄炖，快吃完了居然发现有蛆…,流浪啊,今日宜宾,20759,195,0,0,0,40259,本地生活文旅,train,128,5,39.06,12,0.6,3,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2021/09/727766-吓死我了！点了碗馄炖，快吃完了居然发现有蛆….md,https://dayibin.cn/forum.php?mod=viewthread&tid=727766
892977,2024-10-22,宜宾街头惊现“唐三藏”，骑着白龙马到处跑…,流浪啊,网友曝光,19746,205,0,0,0,40246,网友曝光热议,train,118,4,33.9,27.0,0.5,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/10/892977-宜宾街头惊现“唐三藏”，骑着白龙马到处跑….md,https://dayibin.cn/forum.php?mod=viewthread&tid=892977
831668,2023-04-22,宜宾一小区垃圾堆满山，臭气熏天…,流浪啊,网友曝光,23782,164,0,0,0,40182,网友曝光热议,train,294,6,20.41,43.5,0.167,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/04/831668-宜宾一小区垃圾堆满山，臭气熏天….md,https://dayibin.cn/forum.php?mod=viewthread&tid=831668
863050,2024-01-08,刚刚！宜宾一小区起火，现场浓烟滚滚…,流浪啊,网友曝光,28128,120,0,0,0,40128,网友曝光热议,train,66,3,45.45,26,0.333,1,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/01/863050-刚刚！宜宾一小区起火，现场浓烟滚滚….md,https://dayibin.cn/forum.php?mod=viewthread&tid=863050
813170,2022-12-07,情况紧急！宜宾一女子冬泳在水中休克…,流浪啊,网友曝光,28500,116,0,0,0,40100,网友曝光热议,train,205,6,29.27,37.5,0.333,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2022/12/813170-情况紧急！宜宾一女子冬泳在水中休克….md,https://dayibin.cn/forum.php?mod=viewthread&tid=813170
865132,2024-01-28,宜宾人注意！明确了，提前发工资！,流浪啊,今日宜宾,23299,167,0,0,0,39999,综合本地新闻,train,464,28,60.34,10.0,0.786,11,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2024/01/865132-宜宾人注意！明确了，提前发工资！.md,https://dayibin.cn/forum.php?mod=viewthread&tid=865132
826541,2023-03-18,小编夜探宜宾网红便利店！什么鬼？全被抢光了…,流浪啊,网友曝光,21056,189,0,0,0,39956,网友曝光热议,train,765,14,18.3,63.5,0.214,2,0,/Users/lixin/Documents/大宜宾/大宜宾知识库整理/大宜宾 app 资料库/2023/03/826541-小编夜探宜宾网红便利店！什么鬼？全被抢光了….md,https://dayibin.cn/forum.php?mod=viewthread&tid=826541
