split,weighted_score,global_percentile,year_percentile,spike_bonus,base_score,file,title,date,year,author,account,type,word_count,paragraph_count,paragraphs_per_1000,median_para_len,short_para_ratio,max_short_run,image_count,section_count,阅读,点赞,转发,喜欢,留言,url
excluded_bottom20,0.120274,0.088763,0.290698,0.0,5.823916228492171,20200430_成年人爽翻了的瞬间，100%仅自己可见.md,成年人爽翻了的瞬间，100%仅自己可见,2020-04-30,2020,槽值小妹,槽值,社会情绪/打工人生活,2608,124,47.55,21.0,0.492,9,21,0,100000,2,2,1250,99,https://mp.weixin.qq.com/s/9pLj-lquyVHSFif9EaHNRw
excluded_bottom20,0.007295,0.003777,0.023256,0.0,4.8571707334158996,20200507_大火刚过、又遇疫情，澳大利亚还好吗？.md,大火刚过、又遇疫情，澳大利亚还好吗？,2020-05-07,2020,槽值小妹,槽值,公共教育/事件纪念,319,16,50.16,18.5,0.625,3,3,0,77000,1,0,66,9,https://mp.weixin.qq.com/s/_IUhdNO58asPyOX4v6nY-w
excluded_bottom20,0.168305,0.127479,0.395349,0.0,6.220338943066322,20200508_千万别让你妈用洗碗机！真香！.md,千万别让你妈用洗碗机！真香！,2020-05-08,2020,槽值小妹,槽值,综合热点/观点拆解,2735,121,44.24,21,0.496,7,28,0,100000,7,7,923,100,https://mp.weixin.qq.com/s/f6gWLryFQXcGhvL2zRNgDw
excluded_bottom20,0.009119,0.004721,0.02907,0.0,4.949701675053832,20200509_紧急状态下的日本，疫情还严重吗.md,紧急状态下的日本，疫情还严重吗,2020-05-09,2020,槽值小妹,槽值,地域文化/城市迷因,321,14,43.61,24.0,0.429,2,5,0,83000,0,0,271,17,https://mp.weixin.qq.com/s/oj8lbGYvh0Rsqsyc7Yf9ew
excluded_bottom20,0.149589,0.11237,0.354651,0.0,6.029115631153895,20200510_被喷烂尾，却让我哭到心脏疼.md,被喷烂尾，却让我哭到心脏疼,2020-05-10,2020,槽值小妹,槽值,身体审美/亲密关系,2953,142,48.09,20.0,0.528,14,41,0,100000,1,8,2231,99,https://mp.weixin.qq.com/s/TFbWXg4RE3rVIIf9f5W0tA
excluded_bottom20,0.075866,0.058546,0.174419,0.0,5.596346904865314,20200512_彭昱畅这种钢铁直男，怎么找到女朋友的？.md,彭昱畅这种钢铁直男，怎么找到女朋友的？,2020-05-12,2020,槽值小妹,槽值,身体审美/亲密关系,2444,125,51.15,19,0.584,6,38,0,100000,3,0,739,97,https://mp.weixin.qq.com/s/ShKSHm5AzLxnDZHz8hkF5g
excluded_bottom20,0.055167,0.040604,0.133721,0.0,5.471987944912959,20200514_单身女性生活图鉴，看完太上头了.md,单身女性生活图鉴，看完太上头了,2020-05-14,2020,槽值小妹,槽值,身体审美/亲密关系,370,24,64.86,14.0,0.833,13,14,0,100000,0,1,1278,100,https://mp.weixin.qq.com/s/h_6Zm4GjnJfkGIBYjbXPeQ
excluded_bottom20,0.005471,0.002833,0.017442,0.0,4.771765787045784,20200515_在荷兰戴口罩出门会被歧视吗？随机采访了几个当地人.md,在荷兰戴口罩出门会被歧视吗？随机采访了几个当地人,2020-05-15,2020,槽值小妹,槽值,消费品牌/商业拆解,423,18,42.55,20.5,0.5,5,3,0,80000,0,0,123,6,https://mp.weixin.qq.com/s/1B9gqj2wokVpmacC5N4rAA
excluded_bottom20,0.161353,0.120869,0.383721,0.0,6.153318221967155,20200515_朋友圈的野餐照，看得我尴尬癌都犯了.md,朋友圈的野餐照，看得我尴尬癌都犯了,2020-05-15,2020,槽值小妹,槽值,社会情绪/打工人生活,2978,106,35.59,28.5,0.245,3,33,0,100000,4,4,2428,99,https://mp.weixin.qq.com/s/NeB3bDjMQtE9EHO4qgdt2w
excluded_bottom20,0.082659,0.063267,0.19186,0.0,5.610762451232146,20200520_罗志祥，别再@周扬青了.md,罗志祥，别再@周扬青了,2020-05-20,2020,槽值小妹,槽值,综合热点/观点拆解,1952,104,53.28,18.0,0.644,7,27,0,100000,2,0,1306,99,https://mp.weixin.qq.com/s/zymLuTub31HHGsuE9sZgoQ
training_top80,0.466947,0.454202,0.686047,0.117958,7.066729498936232,20200521_他的“复出”，让我心疼.md,他的“复出”，让我心疼,2020-05-21,2020,槽值小妹,槽值,综合热点/观点拆解,2949,161,54.59,18,0.621,16,41,0,100000,83,5,7676,97,https://mp.weixin.qq.com/s/rW_TpgzuOmjZuD8RG0fIeQ
excluded_bottom20,0.159528,0.119924,0.377907,0.0,6.147144920440061,20200522_蓝牙音箱终于对成年人下手了.md,蓝牙音箱终于对成年人下手了,2020-05-22,2020,槽值小妹,槽值,社会情绪/打工人生活,3023,123,40.69,24,0.382,4,34,0,100000,6,9,527,99,https://mp.weixin.qq.com/s/62H65j2ia-8yMj_tvIuWLQ
training_top80,0.239447,0.205855,0.476744,0.0,6.619694665487437,20200526_听我的，方便面汤还是倒掉吧.md,听我的，方便面汤还是倒掉吧,2020-05-26,2020,槽值小妹,槽值,社会情绪/打工人生活,2502,109,43.57,21,0.477,5,39,0,100000,13,14,2260,99,https://mp.weixin.qq.com/s/3ntwVfrSt7qAbjAiBjW6uw
excluded_bottom20,0.065768,0.049103,0.156977,0.0,5.531999832339239,20200527_抱歉，三万人安利的舔屏神作，我推荐晚了.md,抱歉，三万人安利的舔屏神作，我推荐晚了,2020-05-27,2020,槽值小妹,槽值,怀旧文化/IP解读,2645,107,40.45,23,0.374,3,49,0,100000,0,2,1114,99,https://mp.weixin.qq.com/s/d6ixib1VkJSXblbSIP5mJQ
excluded_bottom20,0.143297,0.106704,0.343023,0.0,5.953067558025611,20200528_暗黑成人童话《白雪公主》，骗得我好惨.md,暗黑成人童话《白雪公主》，骗得我好惨,2020-05-28,2020,槽值小妹,槽值,综合热点/观点拆解,2414,99,41.01,23,0.404,5,22,0,100000,12,0,1107,100,https://mp.weixin.qq.com/s/5XYeyvYqliDLOX-f31941A
excluded_bottom20,0.063282,0.047214,0.151163,0.0,5.518170329490887,20200603_2020不可描述の毕业照.jpg.md,2020不可描述の毕业照.jpg,2020-06-03,2020,槽值小妹,槽值,综合热点/观点拆解,2278,127,55.75,19,0.614,9,42,0,100000,0,3,803,63,https://mp.weixin.qq.com/s/rD8ZoQowuy_nxTjMpywSlw
excluded_bottom20,0.173275,0.131256,0.406977,0.0,6.25510238071934,20200605_你家用了10年的劣质油烟机，早该扔了.md,你家用了10年的劣质油烟机，早该扔了,2020-06-05,2020,槽值小妹,槽值,综合热点/观点拆解,2716,104,38.29,23.5,0.404,7,28,1,100000,6,21,378,99,https://mp.weixin.qq.com/s/sJLsTnBlQBUGBWhquirm3g
excluded_bottom20,0.021041,0.015109,0.052326,0.0,5.258561616310606,20200606_凌晨偷偷改微信ID的成年人，暴露了.md,凌晨偷偷改微信ID的成年人，暴露了,2020-06-06,2020,槽值小妹,槽值,社会情绪/打工人生活,367,18,49.05,18.5,0.611,3,27,0,100000,0,0,781,98,https://mp.weixin.qq.com/s/tOcVgBF2cx2zlQibig_nuQ
excluded_bottom20,0.084483,0.064212,0.197674,0.0,5.613981727950991,20200608_扔到海里的塑料，正被你一口一口吃回来.md,扔到海里的塑料，正被你一口一口吃回来,2020-06-08,2020,槽值小妹,槽值,综合热点/观点拆解,426,21,49.3,17,0.667,3,19,0,100000,2,0,1377,90,https://mp.weixin.qq.com/s/4O4Ju_crSWd2tqUtKgOtPA
excluded_bottom20,0.170129,0.128423,0.401163,0.0,6.242295776973115,20200612_猕猴桃女孩到底有多惨，看完疼哭了.md,猕猴桃女孩到底有多惨，看完疼哭了,2020-06-12,2020,槽值小妹,槽值,身体审美/亲密关系,2111,96,45.48,21.0,0.469,4,32,0,100000,9,2,2726,100,https://mp.weixin.qq.com/s/W1z3stae4EmUCarFBqLS4A
excluded_bottom20,0.070737,0.05288,0.168605,0.0,5.550743655911325,20200615_放纵成瘾的年轻人，早就“不行了”.md,放纵成瘾的年轻人，早就“不行了”,2020-06-15,2020,槽值小妹,槽值,社会情绪/打工人生活,2814,120,42.64,21.0,0.475,6,27,0,100000,2,0,887,95,https://mp.weixin.qq.com/s/WFAjU9o0e4X9Z6BdRcyH0Q
excluded_bottom20,0.138989,0.103872,0.331395,0.0,5.938784917032169,20200617_热搜停了，挡不住这“顶流”互喷.md,热搜停了，挡不住这“顶流”互喷,2020-06-17,2020,槽值小妹,槽值,综合热点/观点拆解,2826,124,43.88,21.0,0.46,5,39,0,100000,5,1,1469,96,https://mp.weixin.qq.com/s/ba9rrBjsSQXdP-IdCKgvcA
excluded_bottom20,0.178244,0.135033,0.418605,0.0,6.307034991135011,20200618_6年前大叔被一只松鼠碰瓷，最后结局让人泪目.md,6年前大叔被一只松鼠碰瓷，最后结局让人泪目,2020-06-18,2020,槽值小妹,槽值,社会情绪/打工人生活,2778,123,44.28,24,0.382,5,51,0,100000,13,2,2428,96,https://mp.weixin.qq.com/s/_1hutTJxqlhQJn-D518Ehg
excluded_bottom20,0.186678,0.14542,0.424419,0.0,6.365875095467728,20200619_千万别得罪一个广东人.md,千万别得罪一个广东人,2020-06-19,2020,槽值小妹,槽值,地域文化/城市迷因,2592,105,40.51,25,0.362,5,39,0,100000,14,4,1610,98,https://mp.weixin.qq.com/s/sBv_GZHSiRwbQRprj9sgwA
excluded_bottom20,0.093259,0.071766,0.215116,0.0,5.683922557593502,20200622_柳岩40岁，又去相亲了.md,柳岩40岁，又去相亲了,2020-06-22,2020,槽值小妹,槽值,社会情绪/打工人生活,2669,133,49.83,19,0.556,6,38,0,100000,5,0,674,97,https://mp.weixin.qq.com/s/NalyQJCID-ycGsWmBg3bdA
training_top80,0.249705,0.217186,0.488372,0.0,6.643534401215695,20200623_那群拼命考上985的“废物”，开始慌了.md,那群拼命考上985的“废物”，开始慌了,2020-06-23,2020,槽值小妹,槽值,综合热点/观点拆解,2951,102,34.56,29.0,0.275,3,24,0,100000,42,4,1778,97,https://mp.weixin.qq.com/s/Y6LrMssvGJOugVwEYIR36Q
training_top80,0.371271,0.350331,0.598837,0.06272,6.91229928577675,20200628_网红民宿，一场刷屏朋友圈的骗局.md,网红民宿，一场刷屏朋友圈的骗局,2020-06-28,2020,槽值小妹,槽值,消费品牌/商业拆解,2265,80,35.32,26.0,0.263,2,27,0,100000,103,3,3275,99,https://mp.weixin.qq.com/s/S5WK63xRntjybMwwro9ciQ
training_top80,0.305208,0.28423,0.523256,0.01596,6.7815697545716205,20200701_周杰伦带火的Mojito，凭什么这么贵.md,周杰伦带火的Mojito，凭什么这么贵,2020-07-01,2020,槽值小妹,槽值,综合热点/观点拆解,2742,100,36.47,24.0,0.38,5,31,0,100000,199,2,673,100,https://mp.weixin.qq.com/s/831n-elPFNRisIEdf30PDw
training_top80,0.337715,0.312559,0.575581,0.038076,6.843400182943698,20200709_央视又搞事情，这大片五分钟预定年度最佳.md,央视又搞事情，这大片五分钟预定年度最佳,2020-07-09,2020,槽值小妹,槽值,综合热点/观点拆解,2695,106,39.33,25.0,0.34,6,38,0,100000,524,0,1162,43,https://mp.weixin.qq.com/s/NHzExwllJG8_nMbSUk9Piw
training_top80,0.535179,0.526912,0.755814,0.151781,7.161290780159411,20200710_500块一瓶的眼霜，没有平价替代.md,500块一瓶的眼霜，没有平价替代,2020-07-10,2020,槽值小妹,槽值,综合热点/观点拆解,3003,116,38.63,25.0,0.397,7,35,0,100000,363,5,1251,97,https://mp.weixin.qq.com/s/H3Ux3vA4EfSp7Ir07xbmew
training_top80,0.728159,0.730878,0.94186,0.281727,7.524587613347761,20200714_那些藏起胸部的中国女孩.md,那些藏起胸部的中国女孩,2020-07-14,2020,槽值小妹,槽值,身体审美/亲密关系,2670,111,41.57,24,0.405,5,32,0,100000,1402,5,1473,100,https://mp.weixin.qq.com/s/ewYbf6eh03ZsiAc7vggSkA
training_top80,0.853409,0.87441,0.994186,0.42485,7.9247253422075525,20200715_韩寒怎么走到了这一步.md,韩寒怎么走到了这一步,2020-07-15,2020,槽值小妹,槽值,娱乐影视/人物舆论,2874,109,37.93,25,0.404,4,30,0,100000,1434,26,2770,98,https://mp.weixin.qq.com/s/poMIRXWMSGOg6mxnu4CXmg
training_top80,0.323431,0.300283,0.552326,0.027674,6.814317575713334,20200717_“我985毕业，被5岁儿子的英语作业逼疯了”.md,“我985毕业，被5岁儿子的英语作业逼疯了”,2020-07-17,2020,槽值小妹,槽值,身体审美/亲密关系,2144,108,50.37,18.5,0.593,9,20,0,100000,258,3,378,94,https://mp.weixin.qq.com/s/5MUCVUwGCYNTsgQshMWJYg
training_top80,0.237623,0.20491,0.47093,0.0,6.61968840368835,20200718_人生第一个10万该怎么花，让我操碎了心.md,人生第一个10万该怎么花，让我操碎了心,2020-07-18,2020,槽值小妹,槽值,综合热点/观点拆解,2661,126,47.35,17.0,0.587,10,38,0,100000,365,0,361,100,https://mp.weixin.qq.com/s/FeZjVOe25IEcQpHfd0HpXw
training_top80,0.395838,0.376771,0.622093,0.076802,6.951667839862865,20200721_30岁还在用拼多多的人，活该被嘲么.md,30岁还在用拼多多的人，活该被嘲么,2020-07-21,2020,槽值小妹,槽值,综合热点/观点拆解,2795,106,37.92,26.0,0.349,5,27,6,100000,711,0,1091,100,https://mp.weixin.qq.com/s/ZoMzohxjf5Ccr3X0P-KdOA
training_top80,0.825106,0.840415,0.988372,0.391411,7.831238850504335,20200722_为什么还有人在淘宝买老人机.md,为什么还有人在淘宝买老人机,2020-07-22,2020,槽值小妹,槽值,日常物件/冷知识科普,2480,113,45.56,22,0.451,4,26,0,100000,2294,6,4081,100,https://mp.weixin.qq.com/s/tMOkeMMawwQek9yObfCb8A
training_top80,0.511125,0.502361,0.726744,0.141233,7.13180151928545,20200723_贵妇圈的敲门砖，凭什么是爱马仕？.md,贵妇圈的敲门砖，凭什么是爱马仕？,2020-07-23,2020,槽值小妹,槽值,综合热点/观点拆解,2859,112,39.17,26.0,0.348,4,36,0,100000,636,2,1012,99,https://mp.weixin.qq.com/s/93c_tLnE4a6rmYFsjjLjWw
training_top80,0.235139,0.203022,0.465116,0.0,6.61747400486079,20200724_从不在朋友圈刷存在感的人，凭什么乘风破浪.md,从不在朋友圈刷存在感的人，凭什么乘风破浪,2020-07-24,2020,槽值小妹,槽值,社会情绪/打工人生活,2797,108,38.61,24.5,0.389,6,17,0,100000,188,0,1255,62,https://mp.weixin.qq.com/s/_jlPiuysRltzgE2fSnma2w
training_top80,0.809788,0.823418,0.982558,0.36884,7.768135994570565,20200728_天价海参，一场掏空三代人钱包的骗局.md,天价海参，一场掏空三代人钱包的骗局,2020-07-28,2020,槽值小妹,槽值,社会情绪/打工人生活,2449,93,37.97,24,0.323,3,30,0,100000,998,34,1257,99,https://mp.weixin.qq.com/s/Cmyd3BjSkpWZgqA0fuE9og
training_top80,0.644557,0.644004,0.860465,0.216612,7.342542791643938,20200731_成年人不敢开口说“我想要”.md,成年人不敢开口说“我想要”,2020-07-31,2020,槽值小妹,槽值,社会情绪/打工人生活,2601,100,38.45,24.0,0.34,4,13,0,100000,2119,1,1037,77,https://mp.weixin.qq.com/s/gz8f6hHoLskB0GUI-gFbnw
training_top80,0.459625,0.445703,0.680233,0.115865,7.060879520232924,20200801_折磨上百万人的童年阴影，不该再出续集.md,折磨上百万人的童年阴影，不该再出续集,2020-08-01,2020,槽值小妹,槽值,怀旧文化/IP解读,3086,124,40.18,24.0,0.371,4,18,0,100000,989,0,1309,99,https://mp.weixin.qq.com/s/GeaJ9sGG4rHIlu5r1pYE7Q
training_top80,0.502578,0.495751,0.709302,0.136915,7.119730231736476,20200803_初代智商税，把张雨绮骗惨了.md,初代智商税，把张雨绮骗惨了,2020-08-03,2020,槽值小妹,槽值,消费品牌/商业拆解,2345,114,48.61,20.0,0.526,7,30,0,100000,703,1,1353,100,https://mp.weixin.qq.com/s/ifPC527O3fLWhpiiTNHqhA
training_top80,0.355902,0.333333,0.587209,0.051267,6.880279568440368,20200804_别再瞎传了，空气炸锅真的不致癌.md,别再瞎传了，空气炸锅真的不致癌,2020-08-04,2020,槽值小妹,槽值,综合热点/观点拆解,2766,108,39.05,24.0,0.389,3,27,2,100000,378,2,449,99,https://mp.weixin.qq.com/s/9cq5jar5IFnsbGOs5-PIwA
training_top80,0.419387,0.401322,0.645349,0.093916,6.999515661268279,20200806_国产剧的高潮，不该是辱骂林有有们.md,国产剧的高潮，不该是辱骂林有有们,2020-08-06,2020,槽值小妹,槽值,娱乐影视/人物舆论,2630,119,45.25,20,0.504,8,32,0,100000,630,1,733,98,https://mp.weixin.qq.com/s/le_1lYHC_YnJWRSpCY8Rdw
training_top80,0.544476,0.534466,0.773256,0.156982,7.175833213039637,20200810_被嘲20年的“精分”男配，终于有人吹.md,被嘲20年的“精分”男配，终于有人吹,2020-08-10,2020,槽值小妹,槽值,社会情绪/打工人生活,2706,126,46.56,21.0,0.484,6,37,0,100000,540,5,768,77,https://mp.weixin.qq.com/s/qU4dFt9Ikj5Zv1wE-6w1Aw
training_top80,0.512954,0.503305,0.732558,0.141293,7.131968745229099,20200811_第一批吃代餐粉的人，如今还在减肥.md,第一批吃代餐粉的人，如今还在减肥,2020-08-11,2020,槽值小妹,槽值,综合热点/观点拆解,2434,99,40.67,23,0.424,6,30,0,100000,490,4,791,99,https://mp.weixin.qq.com/s/eIXMhluUlGX5x-1m7Fk2Zw
training_top80,0.784257,0.796978,0.959302,0.345115,7.701807127432942,20200812_为了活命，他选择四次敲断骨头.md,为了活命，他选择四次敲断骨头,2020-08-12,2020,槽值小妹,槽值,综合热点/观点拆解,3157,104,32.94,26.0,0.327,3,33,1,100000,2207,4,2876,100,https://mp.weixin.qq.com/s/ie6Umy8fgHQzvEfu_kHUdQ
training_top80,0.40959,0.391879,0.633721,0.085307,6.975446516732961,20200818_多少00后的暑假，在整容医院里度过.md,多少00后的暑假，在整容医院里度过,2020-08-18,2020,槽值小妹,槽值,身体审美/亲密关系,2704,97,35.87,26,0.371,7,23,0,100000,591,1,692,99,https://mp.weixin.qq.com/s/8A-e519R2Q0ulx03fvfkvA
training_top80,0.716877,0.717658,0.936047,0.27307,7.500385947593492,20200820_“恋爱一年后，我和男友活成了室友”.md,“恋爱一年后，我和男友活成了室友”,2020-08-20,2020,槽值小妹,槽值,身体审美/亲密关系,585,23,39.32,28,0.304,2,13,0,100000,1176,7,1237,79,https://mp.weixin.qq.com/s/ruovdLOR5P8AhND8GSmfHQ
training_top80,0.317909,0.296506,0.540698,0.022149,6.798871103876251,20200826_“坐在我副驾上的男人，求我赶紧离开他”.md,“坐在我副驾上的男人，求我赶紧离开他”,2020-08-26,2020,槽值小妹,槽值,综合热点/观点拆解,1685,180,106.82,9.0,0.989,128,48,0,100000,547,0,609,100,https://mp.weixin.qq.com/s/zTCJAQ7hiGPPi48Ppx700w
training_top80,0.31979,0.29745,0.546512,0.022723,6.80047675240523,20200827_1分钟看光男男女女的私密快乐.md,1分钟看光男男女女的私密快乐,2020-08-27,2020,槽值小妹,槽值,综合热点/观点拆解,455,22,48.35,19.5,0.591,4,11,0,100000,478,0,840,77,https://mp.weixin.qq.com/s/Uj4V-rK1Y7VnAFFV1IOpWA
training_top80,0.668326,0.667611,0.889535,0.230918,7.382538784914221,20200830_“读完他们写的诗，我看见了世界的另一面”.md,“读完他们写的诗，我看见了世界的另一面”,2020-08-30,2020,槽值小妹,槽值,综合热点/观点拆解,2327,117,50.28,20,0.581,29,18,0,100000,1491,2,1513,63,https://mp.weixin.qq.com/s/GOwY-Qz6wlfTPkL7mLKkMg
training_top80,0.509072,0.501416,0.72093,0.138951,7.1254202858678735,20200831_被翻拍糟蹋的国产剧，我最心疼这一部.md,被翻拍糟蹋的国产剧，我最心疼这一部,2020-08-31,2020,槽值小妹,槽值,娱乐影视/人物舆论,2728,104,38.12,24.0,0.327,3,30,0,100000,729,2,770,100,https://mp.weixin.qq.com/s/F4SAksxpZ0F6QpVlNWvbmw
training_top80,0.614649,0.610009,0.837209,0.202014,7.3017294264439805,20200901_千万不要带广东人去四川.md,千万不要带广东人去四川,2020-09-01,2020,槽值小妹,槽值,地域文化/城市迷因,2633,134,50.89,20.0,0.522,8,39,0,100000,1016,2,1441,99,https://mp.weixin.qq.com/s/Iu6qnD3t1vCFuG46f5EOnQ
training_top80,0.665059,0.664778,0.883721,0.229705,7.379146493936889,20200902_当代成年人的“烧钱”乐趣，它排第一.md,当代成年人的“烧钱”乐趣，它排第一,2020-09-02,2020,槽值小妹,槽值,社会情绪/打工人生活,2631,97,36.87,25,0.361,5,34,0,100000,682,9,938,100,https://mp.weixin.qq.com/s/popDZnwQURALQWDr29dvNQ
training_top80,0.532601,0.525024,0.75,0.150847,7.158678654077503,20200903_我花100块，在4D影院买了一场毒打.md,我花100块，在4D影院买了一场毒打,2020-09-03,2020,槽值小妹,槽值,综合热点/观点拆解,2312,127,54.93,17,0.591,15,39,0,100000,470,7,541,99,https://mp.weixin.qq.com/s/HqJsDY49DbX6BJpgKFaInA
training_top80,0.733517,0.734655,0.953488,0.285607,7.535437117517155,20200907_23岁被判“死刑”的女孩，决定和男友穷游中国.md,23岁被判“死刑”的女孩，决定和男友穷游中国,2020-09-07,2020,槽值小妹,槽值,身体审美/亲密关系,2501,102,40.78,24.0,0.392,6,31,0,100000,1636,4,1572,98,https://mp.weixin.qq.com/s/pHmfN08nXz77rBATQ7cjAA
training_top80,0.679799,0.677998,0.906977,0.23805,7.402479466976682,20200908_成年人这人设，早该崩了.md,成年人这人设，早该崩了,2020-09-08,2020,槽值小妹,槽值,社会情绪/打工人生活,2296,85,37.02,26,0.329,4,11,0,100000,1445,2,1712,76,https://mp.weixin.qq.com/s/f94puS4T2xKzG8f2vID84w
training_top80,0.647767,0.646837,0.866279,0.217251,7.3443293011747945,20200909_一集冲上9.9，这是我见过最好的国产剧.md,一集冲上9.9，这是我见过最好的国产剧,2020-09-09,2020,槽值小妹,槽值,娱乐影视/人物舆论,2592,120,46.3,22.5,0.417,7,38,0,100000,2095,0,2474,100,https://mp.weixin.qq.com/s/HDAekTxOJ_oI3YHaztrwaA
training_top80,0.856871,0.877243,1.0,0.428007,7.933552988378291,20200910_网红女老师很多，我只服她一个.md,网红女老师很多，我只服她一个,2020-09-10,2020,槽值小妹,槽值,消费品牌/商业拆解,3118,146,46.82,20.0,0.507,10,23,0,100000,2490,14,2557,99,https://mp.weixin.qq.com/s/USowo4h50-Nb0nAr_rDhAQ
training_top80,0.333984,0.31067,0.563953,0.03724,6.841061826880588,20200915_别着急骂彭于晏和马思纯.md,别着急骂彭于晏和马思纯,2020-09-15,2020,槽值小妹,槽值,综合热点/观点拆解,2994,110,36.74,26.5,0.3,4,39,0,100000,634,0,691,76,https://mp.weixin.qq.com/s/eVYWjoAyM1AloLoEm2Pr3Q
training_top80,0.651086,0.649669,0.872093,0.218994,7.3492027056869516,20200916_妈你听我解释，我这真的是正经工作！.md,妈你听我解释，我这真的是正经工作！,2020-09-16,2020,槽值小妹,槽值,社会情绪/打工人生活,349,14,40.11,25.5,0.357,2,20,0,100000,1700,1,1436,100,https://mp.weixin.qq.com/s/y5251_2xpYS8CwZC8YP7Jw
training_top80,0.340258,0.314448,0.581395,0.038652,6.845008991719522,20200917_“入学第一天，我开始慌了”.md,“入学第一天，我开始慌了”,2020-09-17,2020,槽值小妹,槽值,综合热点/观点拆解,457,21,45.95,20,0.524,3,40,0,100000,654,0,657,82,https://mp.weixin.qq.com/s/ZwH-2h_B91WtUWujb3LCXw
training_top80,0.597805,0.592068,0.819767,0.194035,7.279424362973565,20200920_你永远猜不透，滴滴司机能有多少秘密.md,你永远猜不透，滴滴司机能有多少秘密,2020-09-20,2020,槽值小妹,槽值,怀旧文化/IP解读,2541,77,30.3,30,0.247,3,14,0,100000,844,3,1160,97,https://mp.weixin.qq.com/s/YJ0ip2h-ef0YRQs5DKUY3w
training_top80,0.44608,0.432483,0.662791,0.107838,7.0384380548285295,20200922_我月薪3万，却被娃的一张纸掏空.md,我月薪3万，却被娃的一张纸掏空,2020-09-22,2020,槽值小妹,槽值,社会情绪/打工人生活,2998,99,33.02,29,0.232,4,29,0,100000,460,3,634,99,https://mp.weixin.qq.com/s/AeHHUVddRCphEZT0FWgosw
training_top80,0.807148,0.82153,0.976744,0.36728,7.763772647389229,20200923_别让获赞千万的抖音视频，毁掉你的宠物.md,别让获赞千万的抖音视频，毁掉你的宠物,2020-09-23,2020,槽值小妹,槽值,综合热点/观点拆解,2570,105,40.86,25,0.343,3,34,13,100000,1967,7,2814,100,https://mp.weixin.qq.com/s/yjj16Atc1Y2Rx34Hbucq-w
training_top80,0.78825,0.800755,0.965116,0.346988,7.7070413668223035,20200925_我妈PUA起来，渣男都认输.md,我妈PUA起来，渣男都认输,2020-09-25,2020,槽值小妹,槽值,身体审美/亲密关系,2582,98,37.96,25.5,0.327,4,30,0,100000,1482,10,2027,99,https://mp.weixin.qq.com/s/H78FRegWkRJ6APXJttXG1g
training_top80,0.591892,0.587347,0.80814,0.191216,7.27154053943487,20200928_这些城市的神仙人设，让我忍不住心动.md,这些城市的神仙人设，让我忍不住心动,2020-09-28,2020,槽值小妹,槽值,综合热点/观点拆解,392,15,38.27,32,0.467,6,13,0,100000,955,2,1315,97,https://mp.weixin.qq.com/s/ld9Jf-idEqpP1KhN8ihm4Q
training_top80,0.633873,0.632672,0.848837,0.21235,7.330627141232837,20200929_《战狼2》原型，54岁的她，才是国民顶级偶像.md,《战狼2》原型，54岁的她，才是国民顶级偶像,2020-09-29,2020,槽值小妹,槽值,综合热点/观点拆解,2550,116,45.49,21.0,0.474,4,34,0,100000,1317,2,1330,61,https://mp.weixin.qq.com/s/ZJZ_BxvutDVZnf1ECwZskw
training_top80,0.286534,0.2644,0.505814,0.002916,6.745101440504427,20201003_中国女排，太狠了.md,中国女排，太狠了,2020-10-03,2020,槽值小妹,槽值,综合热点/观点拆解,333,18,54.05,18.0,0.667,4,49,0,37000,709,2,839,46,https://mp.weixin.qq.com/s/3Hx6wdMPi-CxoZsqduvr8g
training_top80,0.703276,0.703494,0.924419,0.259468,7.462357819476072,20201010_被停播六年，这良心国综终于要回归.md,被停播六年，这良心国综终于要回归,2020-10-10,2020,槽值小妹,槽值,娱乐影视/人物舆论,2695,112,41.56,22.0,0.455,5,53,0,100000,1362,4,1306,99,https://mp.weixin.qq.com/s/-3i5jRwgLhA3RZtOL8Bs0Q
training_top80,0.437144,0.422096,0.656977,0.10281,7.024379505579661,20201012_外卖第一口吃到香菜，我没了.md,外卖第一口吃到香菜，我没了,2020-10-12,2020,槽值小妹,槽值,综合热点/观点拆解,2276,81,35.59,26,0.284,2,34,0,100000,677,1,765,99,https://mp.weixin.qq.com/s/6Qv8WSye4SmWRCR7qyJrlQ
training_top80,0.561175,0.550519,0.796512,0.165097,7.198520835084136,20201013_朋友圈消失的中年男人，在鱼塘边找到了第二春.md,朋友圈消失的中年男人，在鱼塘边找到了第二春,2020-10-13,2020,槽值小妹,槽值,社会情绪/打工人生活,2459,235,95.57,10,0.94,41,42,0,100000,556,6,642,97,https://mp.weixin.qq.com/s/ZC-I3XA_dgc1k6AJqN4xBA
training_top80,0.791774,0.803588,0.97093,0.350762,7.717594101632924,20201014_冰箱里的一碗面，要了八口人的命.md,冰箱里的一碗面，要了八口人的命,2020-10-14,2020,槽值小妹,槽值,综合热点/观点拆解,2857,95,33.25,30,0.253,3,25,0,100000,1103,18,1758,92,https://mp.weixin.qq.com/s/4nt4h7tX0yAr2-G8Hbfj9w
training_top80,0.65524,0.653447,0.877907,0.222456,7.358881720747427,20201015_​我被昨天热搜上的彭于晏戳中痛点.md,​我被昨天热搜上的彭于晏戳中痛点,2020-10-15,2020,槽值小妹,槽值,综合热点/观点拆解,2389,103,43.11,22,0.447,5,26,0,100000,2413,0,2338,78,https://mp.weixin.qq.com/s/VLaoC23Wk0cijkSH9F8s_g
